Product ID,Product Name,Product Category,Product Status,R&D Initiation Date,R&D Stage,Launch Status,Launch Date,PM Name,Product Cost ($)
PROD-11468,CloudEdge,IoT,In Development,2024-04-29,Concept,In Pipeline,2025-05-02,Michael Maxwell,580489
PROD-11469,CoreAnalytics,Security,Active,2022-10-17,Pre-Launch,Planned,2024-03-16,James Lopez,210428
PROD-11470,DataSphere,Analytics,In Development,2023-02-16,Prototype,Not Launched,2024-01-08,Robin Barber,229836
PROD-11471,DataSphere,Security,Retired,2022-04-01,Enhancement,Planned,2024-02-12,Elizabeth Gibson,176940
PROD-11472,NetConnect,Analytics,Active,2021-02-21,Concept,Not Launched,2023-12-22,Adam Wong,560813
PROD-11473,Insight360,IoT,Retired,2024-07-31,Pre-Launch,In Pipeline,2022-09-07,Kristi Woods,269483
PROD-11474,CoreAnalytics,Cloud Platform,In Development,2024-11-02,Pre-Launch,Launched,2022-12-30,Brian Donaldson,398963
PROD-11475,NetConnect,IoT,Pilot,2022-03-05,Testing,Planned,2025-01-23,Kimberly Sanchez,389964
PROD-11476,DataSphere,Cloud Platform,Pilot,2025-08-26,Pre-Launch,Cancelled,2025-04-14,William Hernandez,189456
PROD-11477,NetConnect,Networking,In Development,2022-12-16,Concept,In Pipeline,2025-07-22,Arthur Lee,238428
PROD-11478,Insight360,Security,Pilot,2024-06-19,Prototype,Planned,2024-09-15,Andrea Duffy,181574
PROD-11479,Insight360,Cloud Platform,Retired,2024-06-16,Testing,Launched,2024-09-02,Charlene Roberts,500472
PROD-11480,NetConnect,Cloud Platform,In Development,2023-04-19,Enhancement,Launched,2025-05-11,Tracy Rodriguez,506120
PROD-11481,NetConnect,Networking,Pilot,2022-08-26,Enhancement,Cancelled,2024-10-18,William Jackson,301681
PROD-11482,CoreAnalytics,IoT,Active,2023-01-09,Prototype,Planned,2025-04-24,Kelly Baker,543557
PROD-11483,Insight360,Analytics,GA (General Availability),2022-09-02,Testing,Planned,2023-05-28,Casey Green,335577
PROD-11484,DataSphere,Cloud Platform,Pilot,2025-08-24,Prototype,Not Launched,2022-10-08,Keith Mccarthy,160921
PROD-11485,Insight360,Cloud Platform,GA (General Availability),2023-07-06,Prototype,Planned,2024-11-14,Kevin Austin,347911
PROD-11486,DataSphere,Security,Pilot,2025-02-05,Testing,Not Launched,2025-02-23,Rebecca Schneider,413142
PROD-11487,Insight360,Analytics,Retired,2024-04-26,Pre-Launch,Cancelled,2023-10-19,Mark Ashley,346536
PROD-11488,CloudEdge,Analytics,Active,2020-12-09,Concept,Launched,2024-02-22,Megan Hoffman,466553
PROD-11489,DataSphere,IoT,In Development,2023-08-09,Pre-Launch,Not Launched,2023-01-16,Jordan Thomas,381559
PROD-11490,CoreAnalytics,Networking,Retired,2024-04-04,Testing,Planned,2023-07-12,Barbara Hall,376525
PROD-11491,NetConnect,Security,GA (General Availability),2024-08-17,Prototype,In Pipeline,2024-01-10,Andrea Pace,436338
PROD-11492,DataSphere,Networking,In Development,2023-09-17,Pre-Launch,Not Launched,2022-11-03,David Thomas,157457
PROD-11493,DataSphere,Networking,Pilot,2024-02-03,Prototype,Launched,2025-07-12,Mark Velasquez,447166
PROD-11494,CloudEdge,Security,GA (General Availability),2020-11-19,Testing,Cancelled,2023-08-22,Susan Frank,586403
PROD-11495,Insight360,Security,Active,2025-03-30,Enhancement,In Pipeline,2023-05-02,Allison Cervantes,531889
PROD-11496,CoreAnalytics,Networking,Active,2024-08-12,Enhancement,In Pipeline,2024-08-31,Jacob Ortiz,586118
PROD-11497,CloudEdge,Networking,In Development,2021-09-26,Prototype,Not Launched,2024-06-09,Christine Burns,333942
PROD-11498,Insight360,Security,GA (General Availability),2022-03-30,Testing,Launched,2022-09-13,Carla Ellis,513880
PROD-11499,DataSphere,IoT,In Development,2022-10-08,Testing,Planned,2023-03-25,Alex Reed,558650
PROD-11500,Insight360,Networking,GA (General Availability),2023-02-14,Concept,In Pipeline,2024-10-30,Becky Cardenas,210557
PROD-11501,CloudEdge,IoT,Active,2023-10-02,Pre-Launch,Not Launched,2025-05-08,Ashley Miles,462403
PROD-11502,CloudEdge,Networking,Pilot,2020-09-08,Prototype,In Pipeline,2025-01-22,Hector Elliott,447841
PROD-11503,CoreAnalytics,IoT,GA (General Availability),2020-10-29,Enhancement,Not Launched,2023-08-28,Cindy Shelton,360598
PROD-11504,CloudEdge,Security,GA (General Availability),2023-11-14,Testing,Cancelled,2025-03-10,Patricia Hall,389343
PROD-11505,CloudEdge,Analytics,In Development,2021-03-26,Testing,In Pipeline,2022-10-25,Cindy Hart,327897
PROD-11506,Insight360,Security,GA (General Availability),2023-12-10,Concept,In Pipeline,2024-11-22,Sarah Lopez,299947
PROD-11507,CoreAnalytics,Cloud Platform,In Development,2021-01-16,Testing,Planned,2023-02-14,Benjamin Ellis,271571
PROD-11508,NetConnect,Analytics,GA (General Availability),2025-03-16,Prototype,In Pipeline,2024-04-02,Tiffany Burns,560271
PROD-11509,CloudEdge,Security,Active,2022-11-08,Prototype,In Pipeline,2023-08-10,William Archer,491514
PROD-11510,CoreAnalytics,Security,Active,2022-02-18,Pre-Launch,Cancelled,2024-03-13,Jason Jones,290600
PROD-11511,Insight360,IoT,Pilot,2025-08-19,Prototype,Not Launched,2024-11-01,Valerie Oconnor,514190
PROD-11512,DataSphere,Networking,Retired,2022-08-01,Pre-Launch,Not Launched,2024-10-18,Renee Wright,397684
PROD-11513,CloudEdge,Networking,Active,2020-11-27,Prototype,Planned,2025-03-28,Louis Ferrell,589086
PROD-11514,CloudEdge,Security,In Development,2021-05-22,Enhancement,Planned,2024-12-08,Bonnie Williams,410967
PROD-11515,CloudEdge,IoT,Pilot,2022-05-21,Testing,Cancelled,2023-09-06,Alexis Thornton,550996
PROD-11516,CoreAnalytics,Analytics,Retired,2024-06-10,Prototype,Not Launched,2024-05-14,James Burns,487092
PROD-11517,Insight360,IoT,In Development,2025-04-04,Prototype,Planned,2025-06-07,Tammy Lee,487090
PROD-11518,NetConnect,Cloud Platform,Retired,2025-02-22,Pre-Launch,Launched,2024-04-17,Kimberly Skinner,515900
PROD-11519,Insight360,Analytics,Pilot,2021-12-29,Pre-Launch,Not Launched,2023-11-26,Michael Carroll,424557
PROD-11520,CoreAnalytics,Analytics,In Development,2024-02-01,Enhancement,Planned,2022-12-29,Melissa Bentley,363574
PROD-11521,CoreAnalytics,Analytics,Pilot,2023-11-08,Enhancement,Cancelled,2023-12-09,Kimberly Mitchell,481809
PROD-11522,CoreAnalytics,Cloud Platform,Active,2021-09-23,Prototype,In Pipeline,2025-02-27,Anna Miller,595161
PROD-11523,CoreAnalytics,Networking,Active,2022-02-10,Enhancement,Planned,2024-12-04,Michael Wade,319156
PROD-11524,DataSphere,Analytics,GA (General Availability),2024-12-27,Enhancement,Planned,2023-06-03,Richard Anderson,218798
PROD-11525,CloudEdge,Networking,Pilot,2021-03-22,Pre-Launch,Launched,2025-01-15,Danielle Sheppard,218380
PROD-11526,Insight360,Analytics,Active,2025-08-08,Testing,In Pipeline,2025-01-25,Elizabeth Hansen,326682
PROD-11527,Insight360,IoT,In Development,2023-12-15,Enhancement,Not Launched,2024-03-27,William Shepard,406419
PROD-11528,NetConnect,Cloud Platform,Pilot,2024-05-11,Concept,Not Launched,2025-01-25,Daniel Mosley,181988
PROD-11529,CloudEdge,Cloud Platform,In Development,2024-10-14,Prototype,Planned,2024-11-08,Christina Johnston,520023
PROD-11530,CoreAnalytics,Networking,Active,2022-05-24,Concept,Cancelled,2024-12-18,Michael White,562313
PROD-11531,DataSphere,IoT,Retired,2024-11-21,Concept,Planned,2023-08-18,Andrea Anderson,332252
PROD-11532,DataSphere,Networking,Active,2022-05-11,Concept,In Pipeline,2022-09-02,Tyler West,576010
PROD-11533,CloudEdge,Analytics,In Development,2021-08-28,Pre-Launch,Cancelled,2024-07-27,Dr. Christopher Griffin,365168
PROD-11534,CloudEdge,Cloud Platform,Active,2022-04-03,Enhancement,In Pipeline,2023-05-26,Kenneth Lester,535788
PROD-11535,DataSphere,Security,In Development,2021-11-18,Concept,Planned,2024-02-08,Vincent Hill DVM,577656
PROD-11536,CoreAnalytics,Networking,Pilot,2024-06-18,Prototype,Launched,2024-03-02,Crystal Barnes,227787
PROD-11537,CoreAnalytics,IoT,Retired,2022-12-18,Prototype,In Pipeline,2024-07-27,Nicole Lane,289286
PROD-11538,DataSphere,Networking,Pilot,2021-01-15,Prototype,Planned,2024-10-21,Mark Miller,155416
PROD-11539,NetConnect,Networking,GA (General Availability),2021-04-26,Pre-Launch,Not Launched,2025-01-11,Christopher Rogers,238186
PROD-11540,CoreAnalytics,Cloud Platform,In Development,2020-12-31,Testing,In Pipeline,2025-08-25,Michael Erickson,295994
PROD-11541,CoreAnalytics,IoT,In Development,2025-01-29,Prototype,Launched,2023-05-26,Megan Cowan,597760
PROD-11542,CloudEdge,Security,Pilot,2023-04-04,Enhancement,In Pipeline,2023-02-12,Matthew Foster,314663
PROD-11543,CoreAnalytics,IoT,GA (General Availability),2022-07-31,Enhancement,Launched,2025-05-16,Stephanie Miller,255109
PROD-11544,Insight360,Cloud Platform,Retired,2021-03-18,Prototype,Launched,2025-01-05,Michael Kim,435851
PROD-11545,CloudEdge,Cloud Platform,Active,2024-08-02,Enhancement,Planned,2024-10-07,Bernard Peters,259288
PROD-11546,CoreAnalytics,Networking,In Development,2023-09-23,Prototype,Planned,2022-10-08,Travis Day,468539
PROD-11547,NetConnect,Analytics,Active,2024-07-09,Prototype,Planned,2022-10-23,William Harvey,167477
PROD-11548,DataSphere,Cloud Platform,GA (General Availability),2023-04-30,Prototype,Launched,2023-07-13,Oscar Chambers,582717
PROD-11549,DataSphere,Security,Pilot,2025-05-28,Prototype,Cancelled,2023-03-18,Taylor Jenkins,270277
PROD-11550,DataSphere,IoT,GA (General Availability),2023-09-22,Prototype,Cancelled,2023-06-18,Katie Taylor,282801
PROD-11551,CoreAnalytics,Security,GA (General Availability),2025-08-01,Enhancement,Not Launched,2022-09-24,Julie Mack,298520
PROD-11552,DataSphere,Security,Retired,2023-10-17,Prototype,In Pipeline,2025-07-20,Terri Bennett,299057
PROD-11553,Insight360,Cloud Platform,In Development,2021-04-21,Enhancement,Not Launched,2023-11-16,Brandon Gilbert,463566
PROD-11554,DataSphere,IoT,Active,2025-05-09,Pre-Launch,In Pipeline,2023-10-12,Michele Davidson,215348
PROD-11555,NetConnect,Security,Retired,2021-09-20,Prototype,In Pipeline,2023-10-23,Amy Glass,390889
PROD-11556,DataSphere,Security,Retired,2024-06-12,Prototype,Not Launched,2024-01-30,Kyle Warren,219041
PROD-11557,Insight360,Networking,Active,2021-03-25,Enhancement,Cancelled,2025-01-22,Suzanne Stuart,507068
PROD-11558,DataSphere,Analytics,Pilot,2024-06-23,Prototype,Not Launched,2025-01-25,Michael Christian,529735
PROD-11559,NetConnect,Cloud Platform,GA (General Availability),2023-11-16,Enhancement,Planned,2024-08-01,Brandon Aguirre,345571
PROD-11560,DataSphere,Cloud Platform,In Development,2025-08-14,Enhancement,Launched,2022-10-31,Nancy Curry,421064
PROD-11561,DataSphere,IoT,Active,2024-06-11,Prototype,In Pipeline,2022-11-27,Gary Taylor,393913
PROD-11562,CoreAnalytics,IoT,In Development,2023-01-02,Pre-Launch,In Pipeline,2024-10-19,Emily Kirk,355464
PROD-11563,Insight360,IoT,Pilot,2023-10-09,Concept,In Pipeline,2024-02-12,Jon Peters,352569
PROD-11564,Insight360,Security,GA (General Availability),2021-06-17,Concept,In Pipeline,2025-01-12,Roger Phillips,540122
PROD-11565,DataSphere,Networking,In Development,2021-03-29,Pre-Launch,Cancelled,2022-10-13,Zachary Grimes,358929
PROD-11566,DataSphere,Analytics,In Development,2024-11-04,Prototype,In Pipeline,2025-08-17,Kimberly Bennett,343135
PROD-11567,CloudEdge,IoT,Pilot,2024-10-10,Enhancement,Not Launched,2023-10-21,Maurice Russell,501112
PROD-11568,DataSphere,Networking,Active,2025-04-24,Prototype,In Pipeline,2023-08-06,Robert Kelley,438431
PROD-11569,CloudEdge,Cloud Platform,Retired,2021-08-14,Testing,In Pipeline,2023-06-12,Laura Bennett,430252
PROD-11570,CloudEdge,Cloud Platform,In Development,2021-07-24,Pre-Launch,Cancelled,2025-07-12,Christopher Golden,293970
PROD-11571,DataSphere,IoT,GA (General Availability),2023-12-10,Prototype,In Pipeline,2023-11-09,Wendy Salinas,357236
PROD-11572,DataSphere,Analytics,Pilot,2022-01-10,Testing,In Pipeline,2025-03-29,Linda Bailey,406352
PROD-11573,DataSphere,Cloud Platform,In Development,2022-03-08,Concept,In Pipeline,2025-04-30,Roger Yang,528818
PROD-11574,CloudEdge,IoT,Retired,2023-04-26,Pre-Launch,Cancelled,2022-12-21,Christopher Dennis,416932
PROD-11575,DataSphere,Analytics,In Development,2024-03-01,Concept,Not Launched,2024-01-10,Sara Peterson,296585
PROD-11576,NetConnect,Cloud Platform,GA (General Availability),2024-04-17,Testing,Launched,2023-05-16,Mr. Taylor Allen,391991
PROD-11577,CoreAnalytics,Cloud Platform,In Development,2023-02-23,Pre-Launch,In Pipeline,2024-08-14,Michelle Hernandez,392371
PROD-11578,NetConnect,Networking,In Development,2020-11-10,Pre-Launch,Planned,2024-08-05,John Kelley,370296
PROD-11579,NetConnect,Cloud Platform,Pilot,2025-07-19,Concept,Launched,2024-10-25,Yvonne Yang,596700
PROD-11580,DataSphere,Analytics,In Development,2024-08-30,Testing,Launched,2024-10-07,Alexandra Thomas,305191
PROD-11581,NetConnect,Analytics,Retired,2021-12-30,Pre-Launch,In Pipeline,2024-07-19,Elizabeth Sanchez,381468
PROD-11582,DataSphere,Security,Pilot,2021-04-28,Concept,Launched,2023-11-22,Kelly Young,505266
PROD-11583,Insight360,Cloud Platform,In Development,2025-03-22,Enhancement,Planned,2023-09-08,Teresa Watkins MD,396838
PROD-11584,CoreAnalytics,IoT,Retired,2022-10-09,Enhancement,Planned,2024-02-26,Robert Lee,151375
PROD-11585,CloudEdge,Cloud Platform,GA (General Availability),2023-08-07,Testing,Planned,2022-09-29,Tammy Martinez,335514
PROD-11586,CoreAnalytics,Networking,Retired,2024-09-06,Prototype,Launched,2024-07-22,Jacqueline Santana,239975
PROD-11587,NetConnect,Security,Retired,2022-06-20,Enhancement,In Pipeline,2024-01-10,Ellen Matthews,379702
PROD-11588,Insight360,Cloud Platform,Pilot,2023-02-27,Testing,Launched,2023-12-10,Michael Barnett,508872
PROD-11589,DataSphere,IoT,Active,2021-07-24,Concept,Cancelled,2023-10-30,Thomas Eaton,289478
PROD-11590,CoreAnalytics,Cloud Platform,Pilot,2024-06-04,Concept,Planned,2023-03-31,Courtney Johnson,452715
PROD-11591,CloudEdge,Networking,Pilot,2025-01-28,Testing,Planned,2024-12-09,Christian Gonzales,442807
PROD-11592,CloudEdge,IoT,Active,2022-03-21,Enhancement,Launched,2023-11-17,David Hendrix,527277
PROD-11593,CoreAnalytics,Analytics,Active,2021-08-04,Testing,Planned,2022-09-13,John Burns,597896
PROD-11594,Insight360,Cloud Platform,Pilot,2024-02-28,Testing,Not Launched,2024-07-11,James Park,150629
PROD-11595,Insight360,Cloud Platform,In Development,2023-07-25,Testing,In Pipeline,2025-07-22,Shelley Ford,528817
PROD-11596,CoreAnalytics,IoT,Active,2021-07-04,Pre-Launch,Cancelled,2022-09-10,Jennifer Simmons,573726
PROD-11597,NetConnect,Security,Active,2023-10-20,Pre-Launch,Not Launched,2024-05-20,Mr. Justin Baker PhD,368655
PROD-11598,CloudEdge,Networking,GA (General Availability),2024-11-18,Pre-Launch,Launched,2023-04-18,Benjamin Jones,551116
PROD-11599,CloudEdge,Networking,Pilot,2022-07-09,Testing,Not Launched,2025-08-25,Jessica Bush,371546
PROD-11600,CloudEdge,Analytics,GA (General Availability),2021-11-30,Enhancement,Not Launched,2025-07-25,Geoffrey Villegas,176196
PROD-11601,Insight360,Analytics,Pilot,2023-02-28,Testing,Launched,2023-04-09,Stacy Smith,254093
PROD-11602,Insight360,IoT,Active,2025-02-18,Prototype,Launched,2023-02-17,Wanda Walker,325111
PROD-11603,CoreAnalytics,IoT,Pilot,2022-01-04,Prototype,In Pipeline,2024-11-08,Juan Coleman,488721
PROD-11604,CoreAnalytics,IoT,GA (General Availability),2025-07-17,Enhancement,Planned,2025-06-30,Casey Montgomery,577302
PROD-11605,NetConnect,Security,Retired,2025-06-20,Pre-Launch,Planned,2023-10-04,Sean Lynn,336499
PROD-11606,DataSphere,Analytics,Retired,2023-08-22,Concept,In Pipeline,2023-08-01,Mrs. Brenda Schmidt,497159
PROD-11607,Insight360,Networking,In Development,2025-02-01,Prototype,Not Launched,2025-06-16,Sarah Chavez,217526
PROD-11608,NetConnect,Cloud Platform,Active,2022-07-19,Testing,Planned,2022-11-15,David Carter,546325
PROD-11609,CoreAnalytics,IoT,GA (General Availability),2025-08-18,Enhancement,Planned,2023-02-19,Richard Duncan,341243
PROD-11610,NetConnect,Networking,Active,2022-05-02,Concept,Not Launched,2023-08-22,Natasha Gonzalez,440251
PROD-11611,DataSphere,Networking,Active,2021-12-17,Prototype,Launched,2023-12-26,Matthew Lewis,329878
PROD-11612,NetConnect,Networking,In Development,2022-04-04,Enhancement,Launched,2025-03-24,Patrick Gilbert,530982
PROD-11613,CoreAnalytics,Security,In Development,2025-02-21,Concept,Planned,2024-09-28,Lisa Thomas,183261
PROD-11614,NetConnect,Analytics,Pilot,2022-02-05,Pre-Launch,Launched,2024-05-12,Casey Williams,371373
PROD-11615,NetConnect,Analytics,In Development,2021-07-24,Prototype,Launched,2025-01-21,Linda Carter,154558
PROD-11616,CoreAnalytics,Analytics,GA (General Availability),2022-05-30,Prototype,Launched,2025-04-10,Brandi Kelly,248694
PROD-11617,Insight360,Networking,Retired,2022-08-06,Testing,Not Launched,2024-07-17,Kara Turner,485239
PROD-11618,CloudEdge,IoT,GA (General Availability),2023-10-21,Enhancement,In Pipeline,2023-10-24,Holly Craig,457961
PROD-11619,Insight360,Security,Retired,2024-12-30,Prototype,In Pipeline,2024-01-08,Luis Nguyen,150129
PROD-11620,CoreAnalytics,Cloud Platform,Retired,2022-11-10,Enhancement,Planned,2023-02-28,John White,232518
PROD-11621,NetConnect,Security,In Development,2022-03-31,Enhancement,Cancelled,2024-09-26,Meagan Grant,393258
PROD-11622,DataSphere,IoT,Active,2025-03-27,Testing,Launched,2023-09-01,Matthew Collier,555392
PROD-11623,CoreAnalytics,Cloud Platform,GA (General Availability),2023-02-03,Enhancement,Launched,2024-09-23,Anthony Davis,562477
PROD-11624,Insight360,Security,Active,2023-10-31,Enhancement,Launched,2023-03-13,Zachary Morris,360519
PROD-11625,DataSphere,Security,In Development,2023-05-15,Testing,Not Launched,2024-10-01,Jasmine Deleon,312732
PROD-11626,Insight360,Security,GA (General Availability),2021-02-05,Enhancement,In Pipeline,2024-09-13,Rhonda Patel,419975
PROD-11627,CoreAnalytics,Analytics,Retired,2021-05-14,Prototype,Not Launched,2024-05-19,Steven Sullivan,412454
PROD-11628,Insight360,Security,In Development,2024-09-20,Pre-Launch,Planned,2025-01-14,Justin Neal,252258
PROD-11629,DataSphere,Networking,GA (General Availability),2022-01-10,Enhancement,Launched,2024-11-15,Andre Elliott,187820
PROD-11630,DataSphere,Cloud Platform,Active,2025-03-11,Prototype,Cancelled,2024-10-28,Michele Nunez,334655
PROD-11631,DataSphere,Analytics,GA (General Availability),2023-11-28,Testing,Cancelled,2024-05-09,Corey Kelly,359090
PROD-11632,CloudEdge,Cloud Platform,Pilot,2025-02-18,Concept,In Pipeline,2023-05-23,Wendy Landry,203981
PROD-11633,CoreAnalytics,Cloud Platform,In Development,2025-03-02,Prototype,Not Launched,2022-12-31,Regina Castro,188301
PROD-11634,DataSphere,Analytics,GA (General Availability),2023-02-18,Pre-Launch,Cancelled,2024-11-08,John Baker MD,559291
PROD-11635,DataSphere,Networking,GA (General Availability),2024-12-16,Concept,In Pipeline,2024-12-16,Erica Johnson,262163
PROD-11636,DataSphere,Analytics,Active,2023-09-01,Pre-Launch,Cancelled,2024-08-29,Kyle Mcmillan,188559
PROD-11637,CoreAnalytics,Networking,GA (General Availability),2025-03-12,Pre-Launch,Planned,2023-07-10,Brandon Richmond,512937
PROD-11638,CoreAnalytics,Networking,In Development,2024-05-11,Enhancement,Planned,2022-10-26,Dr. Claudia Meyer,547263
PROD-11639,DataSphere,IoT,GA (General Availability),2023-08-01,Prototype,Cancelled,2025-05-17,Claudia Luna,186095
PROD-11640,NetConnect,IoT,Active,2025-03-13,Pre-Launch,Planned,2024-12-22,Brian Henry,386862
PROD-11641,DataSphere,IoT,Active,2025-06-04,Prototype,Planned,2024-12-27,David Stark,299459
PROD-11642,Insight360,Analytics,GA (General Availability),2024-05-03,Enhancement,Not Launched,2024-04-26,Lisa Coleman,209235
PROD-11643,CloudEdge,Networking,Pilot,2023-11-11,Testing,Planned,2025-04-06,Amanda King,594729
PROD-11644,CoreAnalytics,IoT,In Development,2022-11-20,Prototype,Launched,2023-02-03,Donna Robinson,430720
PROD-11645,CoreAnalytics,Cloud Platform,Pilot,2022-08-03,Testing,Planned,2025-07-24,Steven Watkins,239041
PROD-11646,Insight360,Cloud Platform,GA (General Availability),2024-07-18,Pre-Launch,Cancelled,2023-08-04,Joyce Washington,364021
PROD-11647,DataSphere,Analytics,Retired,2020-12-20,Prototype,Planned,2023-09-29,Jerry Solomon,426614
PROD-11648,CloudEdge,IoT,Pilot,2024-11-20,Concept,Planned,2022-11-28,Kenneth Cunningham,381542
PROD-11649,NetConnect,IoT,In Development,2021-09-28,Prototype,Cancelled,2025-05-02,Maurice Moran,535224
PROD-11650,CloudEdge,Analytics,Active,2025-01-14,Concept,Not Launched,2024-08-21,Stephen Logan,166192
PROD-11651,CloudEdge,Cloud Platform,Pilot,2025-06-10,Concept,Cancelled,2023-11-19,Luis Mcgee,555932
PROD-11652,DataSphere,Analytics,Pilot,2022-05-16,Prototype,Cancelled,2023-11-07,Jessica Mitchell,481462
PROD-11653,DataSphere,IoT,Active,2023-02-21,Testing,In Pipeline,2024-12-21,William Tucker,449579
PROD-11654,Insight360,Security,GA (General Availability),2023-09-11,Prototype,In Pipeline,2023-12-07,Jeffrey Graham,487456
PROD-11655,CoreAnalytics,Networking,In Development,2025-05-29,Testing,Planned,2022-11-26,Lindsay Walker,344762
PROD-11656,CloudEdge,Security,Retired,2025-03-17,Concept,In Pipeline,2023-07-29,Erika Nichols,349024
PROD-11657,CloudEdge,Security,GA (General Availability),2021-01-20,Prototype,Not Launched,2022-10-02,Andrea Pierce,474850
PROD-11658,NetConnect,Networking,Active,2022-08-16,Testing,Not Launched,2023-12-06,Samantha Weiss,497076
PROD-11659,CloudEdge,Security,GA (General Availability),2022-08-03,Enhancement,Not Launched,2022-11-28,Jeffrey Walker,306834
PROD-11660,DataSphere,Networking,In Development,2024-06-04,Testing,In Pipeline,2024-07-28,Matthew Hicks,502138
PROD-11661,CoreAnalytics,Networking,GA (General Availability),2024-10-29,Prototype,Not Launched,2024-08-19,Ray Proctor,411289
PROD-11662,NetConnect,Networking,Active,2022-04-05,Enhancement,Cancelled,2023-04-26,Mr. Allen Mcdonald,233373
PROD-11663,DataSphere,Networking,Active,2021-09-29,Enhancement,Cancelled,2023-04-05,Frederick Lambert,525047
PROD-11664,Insight360,Networking,Active,2022-01-05,Prototype,Cancelled,2024-12-06,Daniel Phillips,218988
PROD-11665,Insight360,IoT,GA (General Availability),2024-07-12,Pre-Launch,Planned,2025-04-19,Christina Brown,461355
PROD-11666,NetConnect,IoT,GA (General Availability),2020-11-02,Prototype,Launched,2024-02-27,Shelley Thompson,182140
PROD-11667,NetConnect,Analytics,Active,2021-10-10,Concept,In Pipeline,2024-06-05,Rachel Cain,271083
PROD-11668,Insight360,Networking,GA (General Availability),2025-02-28,Enhancement,In Pipeline,2022-12-23,Martha Le,348498
PROD-11669,CoreAnalytics,Networking,Pilot,2021-12-25,Prototype,Cancelled,2025-07-06,Jonathan Everett,390287
PROD-11670,Insight360,Networking,Retired,2025-05-23,Testing,In Pipeline,2024-06-01,Mitchell Mcmahon,439686
PROD-11671,DataSphere,Cloud Platform,In Development,2024-07-14,Enhancement,Cancelled,2024-09-04,Jaime Nguyen,190028
PROD-11672,CoreAnalytics,IoT,GA (General Availability),2023-04-07,Pre-Launch,Not Launched,2024-06-24,Austin Diaz,300346
PROD-11673,DataSphere,Networking,Retired,2023-07-06,Prototype,Launched,2023-05-24,Edward Anderson,368098
PROD-11674,CoreAnalytics,IoT,In Development,2021-03-18,Concept,Not Launched,2023-12-17,Micheal Franklin,226469
PROD-11675,Insight360,Cloud Platform,GA (General Availability),2024-03-17,Enhancement,Launched,2023-12-24,Courtney Richardson,510744
PROD-11676,DataSphere,Cloud Platform,Pilot,2025-01-22,Enhancement,Cancelled,2023-06-19,Brianna Burns,297911
PROD-11677,CloudEdge,Networking,Retired,2022-07-07,Prototype,Planned,2024-10-27,Amanda Freeman,498951
PROD-11678,DataSphere,Networking,Pilot,2023-07-11,Testing,Launched,2025-04-13,John Payne,550029
PROD-11679,CloudEdge,IoT,Pilot,2022-06-16,Testing,Cancelled,2023-05-01,Mrs. Krista Jones,275029
PROD-11680,CoreAnalytics,IoT,Retired,2024-07-29,Enhancement,Not Launched,2023-08-20,Andrew Smith,352046
PROD-11681,Insight360,Security,Active,2024-12-18,Enhancement,Not Launched,2023-09-06,Phillip Franklin,361981
PROD-11682,Insight360,Networking,Retired,2023-05-11,Enhancement,Planned,2024-03-27,Erika Garcia,546277
PROD-11683,DataSphere,IoT,In Development,2025-01-03,Prototype,Cancelled,2023-04-22,Damon Anderson,560531
PROD-11684,CloudEdge,Security,In Development,2024-12-24,Prototype,Launched,2023-04-26,Katherine Hall,539330
PROD-11685,CoreAnalytics,Analytics,GA (General Availability),2022-04-17,Prototype,Not Launched,2025-01-05,Gregory Gamble,591299
PROD-11686,DataSphere,IoT,In Development,2022-02-24,Pre-Launch,Planned,2025-05-30,Angela Sanders,553315
PROD-11687,NetConnect,Security,Active,2024-10-15,Concept,Launched,2022-10-06,Sharon Schneider,545150
PROD-11688,NetConnect,Security,GA (General Availability),2024-07-02,Prototype,Planned,2023-08-19,Alex Abbott,430798
PROD-11689,DataSphere,Security,In Development,2025-08-28,Pre-Launch,Launched,2023-03-02,Travis Martinez,220416
PROD-11690,NetConnect,Cloud Platform,Retired,2023-11-12,Pre-Launch,Planned,2023-05-04,Zachary Price,594750
PROD-11691,DataSphere,Cloud Platform,Retired,2021-08-17,Testing,Not Launched,2024-05-13,Clarence Ortiz,176644
PROD-11692,NetConnect,IoT,In Development,2021-04-14,Testing,Launched,2023-09-05,Justin Jimenez,289166
PROD-11693,NetConnect,IoT,GA (General Availability),2021-11-22,Concept,Cancelled,2024-09-17,Alicia Orr,380257
PROD-11694,CloudEdge,Security,Retired,2020-10-25,Pre-Launch,In Pipeline,2023-07-25,Michael Koch,189148
PROD-11695,CoreAnalytics,Networking,In Development,2025-01-08,Concept,Planned,2024-02-27,Claudia Burns,344059
PROD-11696,DataSphere,Cloud Platform,Pilot,2022-06-06,Pre-Launch,In Pipeline,2024-07-27,Mark Wu,379578
PROD-11697,NetConnect,Networking,GA (General Availability),2023-05-19,Concept,In Pipeline,2023-10-12,Taylor Robinson,282567
PROD-11698,NetConnect,Analytics,Active,2022-09-17,Testing,Cancelled,2024-03-24,Stephen Mcbride,396873
PROD-11699,CoreAnalytics,Networking,Retired,2024-11-03,Testing,Planned,2024-05-03,Anthony Davis,289508
PROD-11700,CoreAnalytics,IoT,Pilot,2021-07-30,Prototype,Not Launched,2023-08-23,Misty Tran,288716
PROD-11701,CloudEdge,IoT,Active,2024-03-04,Pre-Launch,Planned,2025-03-04,Jesus White,484325
