Problem Statement,Description,Issue ID,Summary,Customer Name,Product Name,SR ID,Pd_ID
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70439,Performance degradation,"Brown, Lynch and Ritter",DataSphere,SR-80553,PROD-11947
API timeout errors,Data not syncing between apps,ISS-70440,Login issue post-upgrade,"Rice, Phillips and Smith",CoreAnalytics,SR-81691,PROD-11923
API timeout errors,API call fails after 30s,ISS-70441,Login issue post-upgrade,Mcguire and Sons,CloudEdge,SR-83478,PROD-11551
Slow system response,Users unable to log in after v2.3 patch,ISS-70442,UI crash,Nguyen PLC,Insight360,SR-82671,PROD-11212
Slow system response,Data not syncing between apps,ISS-70443,Login issue post-upgrade,"Bush, Carter and Ramsey",CoreAnalytics,SR-80781,PROD-11425
Missing data sync,Dashboard page crashes intermittently,ISS-70444,API latency,Romero Ltd,Insight360,SR-83029,PROD-11004
Dashboard not loading,Data not syncing between apps,ISS-70445,Performance degradation,"Freeman, Jones and Hall",DataSphere,SR-83558,PROD-11565
Slow system response,Dashboard page crashes intermittently,ISS-70446,Performance degradation,Price and Sons,DataSphere,SR-83623,PROD-11942
Dashboard not loading,Users unable to log in after v2.3 patch,ISS-70447,Performance degradation,Caldwell Ltd,DataSphere,SR-82980,PROD-11095
Missing data sync,Data not syncing between apps,ISS-70448,Sync issue,Roberts-Chase,Insight360,SR-82321,PROD-11754
API timeout errors,Users unable to log in after v2.3 patch,ISS-70449,Performance degradation,Benson-Allison,CoreAnalytics,SR-84380,PROD-11682
Dashboard not loading,Dashboard page crashes intermittently,ISS-70450,Performance degradation,Mcguire Group,CoreAnalytics,SR-84955,PROD-11490
API timeout errors,Users unable to log in after v2.3 patch,ISS-70451,Sync issue,Caldwell Ltd,DataSphere,SR-80656,PROD-11105
API timeout errors,Dashboard page crashes intermittently,ISS-70452,UI crash,Porter-Martin,NetConnect,SR-82741,PROD-11538
Dashboard not loading,API call fails after 30s,ISS-70453,Performance degradation,Powell Inc,Insight360,SR-81002,PROD-11491
API timeout errors,Average response time exceeds 10s,ISS-70454,Sync issue,Taylor-Hamilton,DataSphere,SR-82238,PROD-11247
Dashboard not loading,Dashboard page crashes intermittently,ISS-70455,Sync issue,Sanchez and Sons,Insight360,SR-82481,PROD-11423
Missing data sync,API call fails after 30s,ISS-70456,UI crash,Mccoy Inc,CloudEdge,SR-81553,PROD-11559
Dashboard not loading,Users unable to log in after v2.3 patch,ISS-70457,API latency,Haas-Morgan,DataSphere,SR-82913,PROD-11949
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70458,UI crash,"Richardson, Price and Lyons",CoreAnalytics,SR-83302,PROD-11716
Dashboard not loading,Data not syncing between apps,ISS-70459,UI crash,Jones-Mays,DataSphere,SR-83600,PROD-11616
Dashboard not loading,Average response time exceeds 10s,ISS-70460,Sync issue,"Garcia, Phillips and Robertson",Insight360,SR-82147,PROD-11271
Slow system response,Users unable to log in after v2.3 patch,ISS-70461,API latency,Lee-Ashley,CoreAnalytics,SR-82235,PROD-11538
Slow system response,Data not syncing between apps,ISS-70462,Login issue post-upgrade,Roberts PLC,NetConnect,SR-84389,PROD-11573
Slow system response,Data not syncing between apps,ISS-70463,Performance degradation,Powell-English,DataSphere,SR-84489,PROD-11304
Login failures after upgrade,Average response time exceeds 10s,ISS-70464,API latency,Harvey PLC,NetConnect,SR-84712,PROD-11892
Dashboard not loading,Dashboard page crashes intermittently,ISS-70465,Login issue post-upgrade,Park PLC,DataSphere,SR-82278,PROD-11141
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70466,Login issue post-upgrade,Sanchez and Sons,CoreAnalytics,SR-80383,PROD-11154
API timeout errors,Dashboard page crashes intermittently,ISS-70467,Sync issue,Hernandez-Carter,DataSphere,SR-83327,PROD-11663
Missing data sync,API call fails after 30s,ISS-70468,UI crash,Rodriguez-Mcdonald,NetConnect,SR-82710,PROD-11715
Dashboard not loading,API call fails after 30s,ISS-70469,UI crash,Caldwell Ltd,CoreAnalytics,SR-80242,PROD-11772
Missing data sync,Data not syncing between apps,ISS-70470,Login issue post-upgrade,"Miller, Hardy and Watkins",CoreAnalytics,SR-83376,PROD-11425
Slow system response,Dashboard page crashes intermittently,ISS-70471,Performance degradation,"Wilkinson, Lane and Fields",NetConnect,SR-84785,PROD-11440
Dashboard not loading,Data not syncing between apps,ISS-70472,API latency,"Poole, Sutton and King",CloudEdge,SR-84712,PROD-11924
Slow system response,Data not syncing between apps,ISS-70473,Login issue post-upgrade,"Lewis, Morse and Nielsen",CloudEdge,SR-81616,PROD-11723
Slow system response,Users unable to log in after v2.3 patch,ISS-70474,UI crash,"Ross, Doyle and Burton",NetConnect,SR-84799,PROD-11830
Dashboard not loading,Average response time exceeds 10s,ISS-70475,Performance degradation,Johnson PLC,DataSphere,SR-84192,PROD-11371
Dashboard not loading,Data not syncing between apps,ISS-70476,Login issue post-upgrade,Ortiz Ltd,CoreAnalytics,SR-80305,PROD-11134
Slow system response,Users unable to log in after v2.3 patch,ISS-70477,Sync issue,Green Inc,NetConnect,SR-82971,PROD-11330
Dashboard not loading,Average response time exceeds 10s,ISS-70478,Login issue post-upgrade,Hood Inc,Insight360,SR-82741,PROD-11061
Slow system response,Users unable to log in after v2.3 patch,ISS-70479,UI crash,Evans LLC,NetConnect,SR-80088,PROD-11861
Dashboard not loading,Dashboard page crashes intermittently,ISS-70480,UI crash,Key-Anderson,CloudEdge,SR-80220,PROD-11062
Slow system response,Users unable to log in after v2.3 patch,ISS-70481,Sync issue,Frazier-Goodman,NetConnect,SR-82164,PROD-11495
API timeout errors,Dashboard page crashes intermittently,ISS-70482,Sync issue,French Group,NetConnect,SR-82958,PROD-11626
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70483,Sync issue,Lozano-Smith,Insight360,SR-81388,PROD-11298
API timeout errors,API call fails after 30s,ISS-70484,UI crash,"Baxter, Thomas and Cordova",CoreAnalytics,SR-84792,PROD-11841
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70485,Sync issue,Parker PLC,CoreAnalytics,SR-84932,PROD-11588
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70486,Sync issue,Austin-Davies,CloudEdge,SR-82210,PROD-11806
Login failures after upgrade,Data not syncing between apps,ISS-70487,Performance degradation,Pierce Inc,Insight360,SR-81652,PROD-11788
API timeout errors,Average response time exceeds 10s,ISS-70488,Performance degradation,Flowers-Vasquez,NetConnect,SR-82845,PROD-11525
Slow system response,Dashboard page crashes intermittently,ISS-70489,UI crash,Mcdonald-Fernandez,CloudEdge,SR-82213,PROD-11401
Slow system response,Data not syncing between apps,ISS-70490,Performance degradation,Collins and Sons,DataSphere,SR-84278,PROD-11649
Slow system response,Data not syncing between apps,ISS-70491,Performance degradation,Rodriguez Group,CoreAnalytics,SR-80663,PROD-11200
API timeout errors,API call fails after 30s,ISS-70492,API latency,Thompson Ltd,NetConnect,SR-82353,PROD-11546
Slow system response,Dashboard page crashes intermittently,ISS-70493,API latency,"Brown, Holmes and Farrell",DataSphere,SR-80006,PROD-11158
Dashboard not loading,Dashboard page crashes intermittently,ISS-70494,Performance degradation,House-Ramirez,Insight360,SR-82077,PROD-11280
Slow system response,Average response time exceeds 10s,ISS-70495,Sync issue,Carlson PLC,NetConnect,SR-81258,PROD-11045
Dashboard not loading,Data not syncing between apps,ISS-70496,Login issue post-upgrade,Adkins PLC,CoreAnalytics,SR-81034,PROD-11645
Login failures after upgrade,Average response time exceeds 10s,ISS-70497,API latency,Smith-Morton,CloudEdge,SR-83642,PROD-11658
Dashboard not loading,Average response time exceeds 10s,ISS-70498,UI crash,"Hampton, Mcclain and Arroyo",DataSphere,SR-80319,PROD-11175
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70499,Performance degradation,"Franklin, Chung and Perez",CloudEdge,SR-80072,PROD-11112
Slow system response,Dashboard page crashes intermittently,ISS-70500,Performance degradation,"Shepherd, Martinez and Hernandez",NetConnect,SR-84165,PROD-11145
Slow system response,Users unable to log in after v2.3 patch,ISS-70501,Sync issue,Gonzalez-Collins,NetConnect,SR-81910,PROD-11719
Missing data sync,Average response time exceeds 10s,ISS-70502,Login issue post-upgrade,Webster Ltd,CloudEdge,SR-81018,PROD-11338
Slow system response,Average response time exceeds 10s,ISS-70503,Login issue post-upgrade,"Padilla, Spears and Baker",CoreAnalytics,SR-82544,PROD-11030
Login failures after upgrade,Dashboard page crashes intermittently,ISS-70504,Performance degradation,Wright-Randolph,Insight360,SR-80807,PROD-11711
Slow system response,Data not syncing between apps,ISS-70505,Performance degradation,Johnson PLC,Insight360,SR-84926,PROD-11934
Login failures after upgrade,Dashboard page crashes intermittently,ISS-70506,API latency,Strickland Ltd,CloudEdge,SR-80053,PROD-11262
Dashboard not loading,Average response time exceeds 10s,ISS-70507,API latency,"Brown, Holmes and Farrell",NetConnect,SR-83757,PROD-11144
Dashboard not loading,Data not syncing between apps,ISS-70508,API latency,Silva-Lee,NetConnect,SR-80780,PROD-11931
API timeout errors,Dashboard page crashes intermittently,ISS-70509,Login issue post-upgrade,Powell-Long,Insight360,SR-83965,PROD-11652
Slow system response,Dashboard page crashes intermittently,ISS-70510,Sync issue,"Cain, Davis and Pratt",Insight360,SR-82927,PROD-11698
Dashboard not loading,Dashboard page crashes intermittently,ISS-70511,Performance degradation,Perkins-Powell,Insight360,SR-80090,PROD-11632
API timeout errors,Average response time exceeds 10s,ISS-70512,Login issue post-upgrade,"Harris, Lewis and Chavez",CoreAnalytics,SR-83071,PROD-11568
Dashboard not loading,Data not syncing between apps,ISS-70513,Login issue post-upgrade,"Bailey, Charles and Diaz",CloudEdge,SR-84288,PROD-11747
Dashboard not loading,Average response time exceeds 10s,ISS-70514,API latency,Cook PLC,CloudEdge,SR-81283,PROD-11104
API timeout errors,Dashboard page crashes intermittently,ISS-70515,UI crash,Cobb-Marsh,NetConnect,SR-80308,PROD-11478
Dashboard not loading,API call fails after 30s,ISS-70516,API latency,"Murphy, Sanchez and Perez",Insight360,SR-84652,PROD-11971
Slow system response,Average response time exceeds 10s,ISS-70517,Sync issue,"Jackson, Foster and Parker",Insight360,SR-84390,PROD-11433
Dashboard not loading,Users unable to log in after v2.3 patch,ISS-70518,API latency,"Lewis, Johnson and Gilmore",DataSphere,SR-80413,PROD-11095
Missing data sync,Average response time exceeds 10s,ISS-70519,Login issue post-upgrade,Moore-Evans,CoreAnalytics,SR-84035,PROD-11500
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70520,Sync issue,Miller-Perez,NetConnect,SR-82204,PROD-11095
Dashboard not loading,Dashboard page crashes intermittently,ISS-70521,Login issue post-upgrade,Humphrey and Sons,NetConnect,SR-81739,PROD-11238
Slow system response,Users unable to log in after v2.3 patch,ISS-70522,Performance degradation,Mcmahon-Smith,DataSphere,SR-83376,PROD-11140
API timeout errors,API call fails after 30s,ISS-70523,Sync issue,Fleming-Lee,NetConnect,SR-83949,PROD-11135
Missing data sync,Users unable to log in after v2.3 patch,ISS-70524,Login issue post-upgrade,Powell-English,DataSphere,SR-80520,PROD-11687
API timeout errors,Data not syncing between apps,ISS-70525,Sync issue,"Williams, Peterson and Green",CoreAnalytics,SR-81712,PROD-11158
Missing data sync,Data not syncing between apps,ISS-70526,Performance degradation,Adkins-Frazier,DataSphere,SR-80605,PROD-11780
API timeout errors,Dashboard page crashes intermittently,ISS-70527,Login issue post-upgrade,"Brown, Anderson and Gonzales",NetConnect,SR-83218,PROD-11057
API timeout errors,Users unable to log in after v2.3 patch,ISS-70528,UI crash,Padilla-Wang,DataSphere,SR-80801,PROD-11350
API timeout errors,API call fails after 30s,ISS-70529,Performance degradation,Rodriguez-Stewart,CloudEdge,SR-84679,PROD-11192
API timeout errors,Users unable to log in after v2.3 patch,ISS-70530,UI crash,Nelson LLC,DataSphere,SR-83260,PROD-11634
Dashboard not loading,Users unable to log in after v2.3 patch,ISS-70531,Performance degradation,Hodge Ltd,NetConnect,SR-81481,PROD-11433
Missing data sync,Data not syncing between apps,ISS-70532,Login issue post-upgrade,"Williams, White and Boyd",CoreAnalytics,SR-82916,PROD-11648
Login failures after upgrade,Dashboard page crashes intermittently,ISS-70533,Login issue post-upgrade,Maynard-Johnson,Insight360,SR-82846,PROD-11067
Dashboard not loading,Dashboard page crashes intermittently,ISS-70534,UI crash,Castro LLC,NetConnect,SR-84935,PROD-11808
Missing data sync,Dashboard page crashes intermittently,ISS-70535,UI crash,Boone-Salinas,DataSphere,SR-83853,PROD-11342
Dashboard not loading,Dashboard page crashes intermittently,ISS-70536,UI crash,Moreno and Sons,CloudEdge,SR-83207,PROD-11270
Dashboard not loading,Data not syncing between apps,ISS-70537,Sync issue,"Raymond, Lara and Daniel",NetConnect,SR-84733,PROD-11394
Missing data sync,Dashboard page crashes intermittently,ISS-70538,Login issue post-upgrade,Schultz-Reyes,NetConnect,SR-81427,PROD-11647
Missing data sync,Average response time exceeds 10s,ISS-70539,API latency,"Jones, Oconnor and Carr",CoreAnalytics,SR-82733,PROD-11111
API timeout errors,Data not syncing between apps,ISS-70540,Sync issue,"Schneider, Brown and Ellison",CoreAnalytics,SR-83464,PROD-11278
API timeout errors,Average response time exceeds 10s,ISS-70541,API latency,"White, Horton and Bender",CoreAnalytics,SR-83524,PROD-11201
Slow system response,Users unable to log in after v2.3 patch,ISS-70542,UI crash,Villegas LLC,CloudEdge,SR-80946,PROD-11431
Login failures after upgrade,API call fails after 30s,ISS-70543,Login issue post-upgrade,Wolf Group,Insight360,SR-84426,PROD-11670
API timeout errors,API call fails after 30s,ISS-70544,Sync issue,Perkins-Powell,CloudEdge,SR-82218,PROD-11056
Dashboard not loading,API call fails after 30s,ISS-70545,Performance degradation,Clark Group,Insight360,SR-82602,PROD-11092
Dashboard not loading,Data not syncing between apps,ISS-70546,Performance degradation,Mcknight Group,CloudEdge,SR-82693,PROD-11444
Slow system response,Users unable to log in after v2.3 patch,ISS-70547,API latency,Duncan Inc,CloudEdge,SR-82458,PROD-11126
Missing data sync,Dashboard page crashes intermittently,ISS-70548,Login issue post-upgrade,Roman LLC,DataSphere,SR-84166,PROD-11705
API timeout errors,Average response time exceeds 10s,ISS-70549,Sync issue,Simpson-Ray,CloudEdge,SR-80725,PROD-11054
Dashboard not loading,Users unable to log in after v2.3 patch,ISS-70550,Performance degradation,Rogers-Pugh,CoreAnalytics,SR-84230,PROD-11579
Slow system response,Dashboard page crashes intermittently,ISS-70551,Login issue post-upgrade,"Terry, Robertson and Pruitt",Insight360,SR-84589,PROD-11665
Missing data sync,Average response time exceeds 10s,ISS-70552,API latency,Fisher PLC,Insight360,SR-82572,PROD-11842
Dashboard not loading,Users unable to log in after v2.3 patch,ISS-70553,Performance degradation,Blankenship-Macdonald,Insight360,SR-84678,PROD-11815
Login failures after upgrade,Average response time exceeds 10s,ISS-70554,API latency,"May, Molina and Ramirez",Insight360,SR-83047,PROD-11684
Slow system response,Dashboard page crashes intermittently,ISS-70555,Performance degradation,"Cox, Bradford and Trevino",NetConnect,SR-83828,PROD-11417
Missing data sync,Dashboard page crashes intermittently,ISS-70556,Login issue post-upgrade,Chandler Group,NetConnect,SR-84983,PROD-11763
API timeout errors,API call fails after 30s,ISS-70557,Login issue post-upgrade,Brown-Carroll,CloudEdge,SR-83246,PROD-11557
Missing data sync,Data not syncing between apps,ISS-70558,Sync issue,"Johns, Moore and Williams",CloudEdge,SR-82957,PROD-11515
Dashboard not loading,API call fails after 30s,ISS-70559,Login issue post-upgrade,"Wilkinson, Lane and Fields",CloudEdge,SR-81734,PROD-11198
Missing data sync,Data not syncing between apps,ISS-70560,Sync issue,"Strickland, Johnson and Castillo",NetConnect,SR-81970,PROD-11724
API timeout errors,Average response time exceeds 10s,ISS-70561,API latency,Cortez-Moore,CloudEdge,SR-83643,PROD-11346
Slow system response,Users unable to log in after v2.3 patch,ISS-70562,Sync issue,"Lopez, Snyder and Kaufman",CloudEdge,SR-80342,PROD-11397
Dashboard not loading,Dashboard page crashes intermittently,ISS-70563,Sync issue,Salas-Bennett,Insight360,SR-83043,PROD-11357
Login failures after upgrade,Data not syncing between apps,ISS-70564,UI crash,Castillo and Sons,Insight360,SR-82121,PROD-11254
Missing data sync,API call fails after 30s,ISS-70565,API latency,"Morgan, Brooks and Rogers",CloudEdge,SR-81276,PROD-11464
Slow system response,Users unable to log in after v2.3 patch,ISS-70566,Performance degradation,Baird-Krause,Insight360,SR-80472,PROD-11726
Slow system response,Dashboard page crashes intermittently,ISS-70567,Sync issue,Wilkins-Pham,Insight360,SR-81419,PROD-11117
API timeout errors,Data not syncing between apps,ISS-70568,UI crash,Snyder Ltd,CoreAnalytics,SR-82022,PROD-11361
API timeout errors,API call fails after 30s,ISS-70569,API latency,"Scott, Perez and Cohen",Insight360,SR-80176,PROD-11560
Dashboard not loading,Users unable to log in after v2.3 patch,ISS-70570,Performance degradation,"Lynch, Lynch and Mitchell",CloudEdge,SR-83893,PROD-11520
Slow system response,Dashboard page crashes intermittently,ISS-70571,Sync issue,Shelton-Smith,Insight360,SR-84192,PROD-11114
API timeout errors,API call fails after 30s,ISS-70572,API latency,Rogers-Miller,CloudEdge,SR-84503,PROD-11845
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70573,API latency,Rogers-Cervantes,Insight360,SR-84279,PROD-11849
API timeout errors,Dashboard page crashes intermittently,ISS-70574,UI crash,Monroe Ltd,CoreAnalytics,SR-84661,PROD-11203
Missing data sync,Users unable to log in after v2.3 patch,ISS-70575,Performance degradation,"Howe, Drake and Robinson",DataSphere,SR-81118,PROD-11677
Slow system response,Average response time exceeds 10s,ISS-70576,API latency,Simpson Group,CloudEdge,SR-81495,PROD-11528
Slow system response,Dashboard page crashes intermittently,ISS-70577,Sync issue,Johnson-Nelson,NetConnect,SR-83490,PROD-11431
Slow system response,Dashboard page crashes intermittently,ISS-70578,Sync issue,Williams-Johnson,Insight360,SR-82195,PROD-11294
API timeout errors,API call fails after 30s,ISS-70579,UI crash,Fritz Group,CloudEdge,SR-84329,PROD-11248
Login failures after upgrade,Data not syncing between apps,ISS-70580,Sync issue,Thompson and Sons,CoreAnalytics,SR-82419,PROD-11981
Login failures after upgrade,Data not syncing between apps,ISS-70581,UI crash,Johns Group,Insight360,SR-81815,PROD-11063
Slow system response,Data not syncing between apps,ISS-70582,Performance degradation,Hernandez Ltd,DataSphere,SR-83469,PROD-11385
Login failures after upgrade,Dashboard page crashes intermittently,ISS-70583,Login issue post-upgrade,Coleman-Welch,NetConnect,SR-82578,PROD-11305
Slow system response,Data not syncing between apps,ISS-70584,API latency,Collins and Sons,CloudEdge,SR-80735,PROD-11203
Dashboard not loading,API call fails after 30s,ISS-70585,UI crash,Santana Group,DataSphere,SR-81519,PROD-11600
Dashboard not loading,Average response time exceeds 10s,ISS-70586,Sync issue,Doyle and Sons,DataSphere,SR-80298,PROD-11482
API timeout errors,API call fails after 30s,ISS-70587,Login issue post-upgrade,Choi Ltd,CoreAnalytics,SR-81398,PROD-11942
Slow system response,Users unable to log in after v2.3 patch,ISS-70588,Performance degradation,Serrano-Smith,CoreAnalytics,SR-81596,PROD-11546
API timeout errors,Data not syncing between apps,ISS-70589,UI crash,Gordon PLC,CoreAnalytics,SR-83232,PROD-11316
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70590,UI crash,"Ross, Doyle and Burton",CloudEdge,SR-81970,PROD-11994
Missing data sync,Data not syncing between apps,ISS-70591,Login issue post-upgrade,Rogers-Cervantes,NetConnect,SR-84377,PROD-11555
Slow system response,API call fails after 30s,ISS-70592,UI crash,"Morris, Curtis and Turner",CloudEdge,SR-80103,PROD-11117
Login failures after upgrade,API call fails after 30s,ISS-70593,API latency,Miller Inc,DataSphere,SR-82968,PROD-11884
Login failures after upgrade,Data not syncing between apps,ISS-70594,Login issue post-upgrade,Waters Group,DataSphere,SR-82236,PROD-11882
Missing data sync,Data not syncing between apps,ISS-70595,API latency,Pope-Hopkins,CloudEdge,SR-82792,PROD-11242
Slow system response,Average response time exceeds 10s,ISS-70596,API latency,Key-Anderson,NetConnect,SR-83466,PROD-11383
Slow system response,Average response time exceeds 10s,ISS-70597,Login issue post-upgrade,Taylor LLC,DataSphere,SR-80570,PROD-11028
Slow system response,Users unable to log in after v2.3 patch,ISS-70598,Login issue post-upgrade,Brown LLC,CoreAnalytics,SR-83096,PROD-11547
Login failures after upgrade,API call fails after 30s,ISS-70599,Sync issue,"Cox, Bradford and Trevino",DataSphere,SR-81462,PROD-11518
Dashboard not loading,Data not syncing between apps,ISS-70600,Sync issue,"Conner, Stone and Lynch",CoreAnalytics,SR-84227,PROD-11659
Dashboard not loading,API call fails after 30s,ISS-70601,Login issue post-upgrade,"Mccann, Dawson and Macias",CloudEdge,SR-80461,PROD-11178
API timeout errors,Data not syncing between apps,ISS-70602,Sync issue,Osborn-Sharp,CoreAnalytics,SR-81318,PROD-11816
Missing data sync,Dashboard page crashes intermittently,ISS-70603,Sync issue,Hicks PLC,Insight360,SR-82199,PROD-11612
Dashboard not loading,Dashboard page crashes intermittently,ISS-70604,UI crash,Hampton and Sons,CoreAnalytics,SR-80429,PROD-11869
Slow system response,Data not syncing between apps,ISS-70605,Login issue post-upgrade,Foster-Blair,NetConnect,SR-83933,PROD-11949
Dashboard not loading,Average response time exceeds 10s,ISS-70606,Performance degradation,Thompson Ltd,Insight360,SR-81051,PROD-11261
API timeout errors,Average response time exceeds 10s,ISS-70607,Performance degradation,Collins and Sons,CloudEdge,SR-81578,PROD-11801
Slow system response,Dashboard page crashes intermittently,ISS-70608,API latency,"Thomas, Mcdonald and Miller",DataSphere,SR-83728,PROD-11158
API timeout errors,Data not syncing between apps,ISS-70609,Sync issue,Clark Group,CoreAnalytics,SR-83175,PROD-11420
API timeout errors,Dashboard page crashes intermittently,ISS-70610,Sync issue,Turner-Olson,NetConnect,SR-83520,PROD-11529
Slow system response,API call fails after 30s,ISS-70611,Performance degradation,Weaver PLC,CloudEdge,SR-82311,PROD-11699
API timeout errors,Data not syncing between apps,ISS-70612,API latency,Rodriguez Group,Insight360,SR-84191,PROD-11945
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70613,Performance degradation,Garrett-Harrell,CloudEdge,SR-84205,PROD-11844
Dashboard not loading,Data not syncing between apps,ISS-70614,UI crash,Hernandez Ltd,NetConnect,SR-82322,PROD-11006
Missing data sync,Dashboard page crashes intermittently,ISS-70615,Login issue post-upgrade,"Gordon, Dyer and Tran",NetConnect,SR-80869,PROD-11711
Dashboard not loading,Data not syncing between apps,ISS-70616,Login issue post-upgrade,"Poole, Sutton and King",DataSphere,SR-84887,PROD-11932
Slow system response,Average response time exceeds 10s,ISS-70617,Sync issue,"Johnson, Harrison and Farrell",NetConnect,SR-82122,PROD-11039
Missing data sync,API call fails after 30s,ISS-70618,Performance degradation,Robbins-Cole,Insight360,SR-82957,PROD-11274
API timeout errors,Dashboard page crashes intermittently,ISS-70619,Sync issue,Evans-Mora,Insight360,SR-82062,PROD-11047
Missing data sync,Dashboard page crashes intermittently,ISS-70620,Login issue post-upgrade,Anderson Ltd,CloudEdge,SR-80799,PROD-11688
Login failures after upgrade,Average response time exceeds 10s,ISS-70621,UI crash,"Lopez, Snyder and Kaufman",CoreAnalytics,SR-83933,PROD-11786
Slow system response,API call fails after 30s,ISS-70622,Performance degradation,"Gallagher, Daniel and Valenzuela",DataSphere,SR-83737,PROD-11955
API timeout errors,Average response time exceeds 10s,ISS-70623,Performance degradation,"Kline, Kaiser and Garrett",Insight360,SR-80990,PROD-11656
API timeout errors,Dashboard page crashes intermittently,ISS-70624,UI crash,Moore PLC,CloudEdge,SR-83664,PROD-11447
Login failures after upgrade,Data not syncing between apps,ISS-70625,Login issue post-upgrade,Thomas-Graham,DataSphere,SR-82901,PROD-11205
Missing data sync,API call fails after 30s,ISS-70626,API latency,"Morrison, Brown and Wilson",DataSphere,SR-84937,PROD-11973
Login failures after upgrade,Average response time exceeds 10s,ISS-70627,UI crash,Davis Inc,CoreAnalytics,SR-81637,PROD-11757
API timeout errors,Data not syncing between apps,ISS-70628,UI crash,Johnson-Chang,Insight360,SR-84926,PROD-11796
Login failures after upgrade,Average response time exceeds 10s,ISS-70629,Performance degradation,"Castillo, Miller and Blackwell",NetConnect,SR-83728,PROD-11023
API timeout errors,Dashboard page crashes intermittently,ISS-70630,API latency,Walker-Torres,CoreAnalytics,SR-82444,PROD-11584
Missing data sync,Data not syncing between apps,ISS-70631,Sync issue,Bryant Group,CoreAnalytics,SR-83838,PROD-11166
Slow system response,API call fails after 30s,ISS-70632,Login issue post-upgrade,Tran PLC,Insight360,SR-84487,PROD-11044
Login failures after upgrade,Dashboard page crashes intermittently,ISS-70633,UI crash,Douglas Ltd,Insight360,SR-81660,PROD-11825
Login failures after upgrade,Data not syncing between apps,ISS-70634,API latency,"Blackwell, Odonnell and Mcdowell",CoreAnalytics,SR-84222,PROD-11632
Missing data sync,API call fails after 30s,ISS-70635,Sync issue,"Morris, Curtis and Turner",CloudEdge,SR-80059,PROD-11977
Login failures after upgrade,API call fails after 30s,ISS-70636,Performance degradation,"Cain, Davis and Pratt",Insight360,SR-83532,PROD-11260
Dashboard not loading,Dashboard page crashes intermittently,ISS-70637,Performance degradation,"Jackson, Rosales and Hernandez",DataSphere,SR-83749,PROD-11049
Login failures after upgrade,Users unable to log in after v2.3 patch,ISS-70638,Performance degradation,Hale PLC,CloudEdge,SR-81398,PROD-11452
Dashboard not loading,Dashboard page crashes intermittently,ISS-70639,UI crash,Browning-Brooks,CoreAnalytics,SR-83375,PROD-11850
Dashboard not loading,API call fails after 30s,ISS-70640,Sync issue,Haas Ltd,Insight360,SR-84067,PROD-11839
API timeout errors,API call fails after 30s,ISS-70641,Sync issue,Tanner-Brown,NetConnect,SR-81365,PROD-11402
Missing data sync,Users unable to log in after v2.3 patch,ISS-70642,Performance degradation,"Hughes, Watts and Arnold",CloudEdge,SR-81897,PROD-11731
Dashboard not loading,Average response time exceeds 10s,ISS-70643,API latency,Thomas Ltd,DataSphere,SR-82032,PROD-11893
API timeout errors,Dashboard page crashes intermittently,ISS-70644,UI crash,White LLC,NetConnect,SR-83774,PROD-11998
API timeout errors,API call fails after 30s,ISS-70645,UI crash,Powell-Long,DataSphere,SR-83871,PROD-11357
API timeout errors,Users unable to log in after v2.3 patch,ISS-70646,Sync issue,Roman LLC,Insight360,SR-82302,PROD-11678
API timeout errors,Users unable to log in after v2.3 patch,ISS-70647,Sync issue,Baker Group,CloudEdge,SR-82300,PROD-11806
API timeout errors,Users unable to log in after v2.3 patch,ISS-70648,Performance degradation,Jones-Mays,CoreAnalytics,SR-84446,PROD-11799
Slow system response,Average response time exceeds 10s,ISS-70649,API latency,"Fisher, Rose and Pineda",NetConnect,SR-81362,PROD-11079
Slow system response,Users unable to log in after v2.3 patch,ISS-70650,UI crash,"Castro, Evans and Anderson",NetConnect,SR-83446,PROD-11164
Dashboard not loading,API call fails after 30s,ISS-70651,Sync issue,Christensen Ltd,NetConnect,SR-80002,PROD-11831
Slow system response,API call fails after 30s,ISS-70652,Sync issue,Houston-Barnes,DataSphere,SR-82542,PROD-11022
Slow system response,API call fails after 30s,ISS-70653,Sync issue,"Chung, Velez and Hall",CoreAnalytics,SR-80568,PROD-11521
Missing data sync,Users unable to log in after v2.3 patch,ISS-70654,API latency,Harris-Williams,NetConnect,SR-84869,PROD-11194
API timeout errors,Dashboard page crashes intermittently,ISS-70655,Sync issue,Ray Inc,Insight360,SR-83444,PROD-11075
Dashboard not loading,Data not syncing between apps,ISS-70656,Sync issue,"Gonzalez, Williams and Moreno",DataSphere,SR-83684,PROD-11975
Dashboard not loading,Data not syncing between apps,ISS-70657,UI crash,Davis Group,NetConnect,SR-82048,PROD-11180
