Inventory ID,Product Name,Inventory (Units),Quantity,Inventory Location,Inventory Status,Prod_ID,Last Updated Date,Supplier Name,Reorder Threshold,Storage Condition
INV-90453,CloudHub Gateway,251,23,Berlin DC,Available,PROD-11345,2025-02-12,CloudWave Ltd,43,Restricted
INV-90454,StreamLine AP,457,119,Bangalore WH,In Transit,PROD-11185,2025-05-31,SecureLine Distributors,22,Normal
INV-90455,CloudHub Gateway,393,48,New York DC,Damaged,PROD-11785,2025-05-17,NetWorld Partners,10,Normal
INV-90456,StreamLine AP,134,193,Berlin DC,On Hold,PROD-11183,2025-03-22,CloudWave Ltd,40,Restricted
INV-90457,VisionX Switch,26,193,New York DC,In Transit,PROD-11216,2025-06-12,CloudWave Ltd,22,Restricted
INV-90458,CloudHub Gateway,406,154,Berlin DC,Available,PROD-11038,2025-07-07,GlobalNet Supplies,57,Restricted
INV-90459,StreamLine AP,126,132,Singapore DC,Reserved,PROD-11963,2025-01-19,GlobalNet Supplies,23,Normal
INV-90460,StreamLine AP,452,20,Bangalore WH,Damaged,PROD-11218,2025-05-15,GlobalNet Supplies,17,Normal
INV-90461,VisionX Switch,479,1,Bangalore WH,Damaged,PROD-11694,2025-02-24,TechSource Inc,40,Restricted
INV-90462,CloudHub Gateway,276,50,London Hub,Damaged,PROD-11325,2025-07-09,NetWorld Partners,52,Normal
INV-90463,Nova Firewall,256,90,Singapore DC,In Transit,PROD-11290,2025-08-13,SecureLine Distributors,52,Normal
INV-90464,VisionX Switch,482,83,Berlin DC,Available,PROD-11618,2025-05-05,NetWorld Partners,50,Restricted
INV-90465,Nova Firewall,36,139,Singapore DC,On Hold,PROD-11473,2025-05-18,TechSource Inc,36,Climate-Controlled
INV-90466,SmartEdge Router,473,49,New York DC,In Transit,PROD-11430,2025-08-31,SecureLine Distributors,17,Restricted
INV-90467,Nova Firewall,54,122,Berlin DC,Reserved,PROD-11749,2025-02-27,SecureLine Distributors,45,Restricted
INV-90468,VisionX Switch,352,147,Singapore DC,On Hold,PROD-11107,2025-07-15,GlobalNet Supplies,54,Normal
INV-90469,StreamLine AP,484,129,Berlin DC,On Hold,PROD-11333,2025-06-10,TechSource Inc,58,Normal
INV-90470,Nova Firewall,70,192,Bangalore WH,Reserved,PROD-11230,2025-04-07,TechSource Inc,37,Climate-Controlled
INV-90471,VisionX Switch,391,93,New York DC,Damaged,PROD-11071,2025-06-26,CloudWave Ltd,12,Climate-Controlled
INV-90472,VisionX Switch,317,158,New York DC,Available,PROD-11711,2025-05-13,GlobalNet Supplies,19,Climate-Controlled
INV-90473,SmartEdge Router,297,54,London Hub,In Transit,PROD-11378,2025-08-05,SecureLine Distributors,43,Restricted
INV-90474,Nova Firewall,359,40,Bangalore WH,In Transit,PROD-11890,2025-03-19,CloudWave Ltd,34,Normal
INV-90475,StreamLine AP,202,5,London Hub,On Hold,PROD-11494,2025-05-15,CloudWave Ltd,41,Normal
INV-90476,StreamLine AP,40,63,Bangalore WH,Available,PROD-11199,2025-08-28,SecureLine Distributors,45,Climate-Controlled
INV-90477,StreamLine AP,427,41,London Hub,In Transit,PROD-11255,2025-01-14,TechSource Inc,21,Normal
INV-90478,SmartEdge Router,126,123,Berlin DC,Damaged,PROD-11338,2025-04-02,NetWorld Partners,51,Normal
INV-90479,VisionX Switch,122,12,Berlin DC,Damaged,PROD-11174,2025-05-22,TechSource Inc,54,Normal
INV-90480,StreamLine AP,182,128,Singapore DC,In Transit,PROD-11459,2025-06-09,TechSource Inc,17,Climate-Controlled
INV-90481,Nova Firewall,473,104,London Hub,Available,PROD-11824,2025-03-18,GlobalNet Supplies,24,Normal
INV-90482,VisionX Switch,150,24,New York DC,Available,PROD-11570,2025-08-10,SecureLine Distributors,52,Restricted
INV-90483,VisionX Switch,113,89,Bangalore WH,Damaged,PROD-11824,2025-06-28,CloudWave Ltd,58,Restricted
INV-90484,CloudHub Gateway,70,96,Singapore DC,Available,PROD-11109,2025-07-24,TechSource Inc,56,Normal
INV-90485,VisionX Switch,439,131,London Hub,Available,PROD-11805,2025-04-29,NetWorld Partners,19,Normal
INV-90486,Nova Firewall,107,139,Singapore DC,Reserved,PROD-11050,2025-07-24,TechSource Inc,49,Restricted
INV-90487,Nova Firewall,198,63,London Hub,In Transit,PROD-11352,2025-07-27,GlobalNet Supplies,53,Climate-Controlled
INV-90488,Nova Firewall,434,180,Singapore DC,On Hold,PROD-11930,2025-02-04,NetWorld Partners,30,Climate-Controlled
INV-90489,Nova Firewall,325,121,Bangalore WH,In Transit,PROD-11548,2025-02-24,GlobalNet Supplies,15,Restricted
INV-90490,StreamLine AP,139,33,Berlin DC,Available,PROD-11918,2025-05-08,NetWorld Partners,10,Climate-Controlled
INV-90491,VisionX Switch,465,104,Berlin DC,In Transit,PROD-11808,2025-03-25,SecureLine Distributors,41,Climate-Controlled
INV-90492,VisionX Switch,262,49,London Hub,Reserved,PROD-11081,2025-02-05,GlobalNet Supplies,54,Normal
INV-90493,CloudHub Gateway,218,171,New York DC,In Transit,PROD-11455,2025-05-27,CloudWave Ltd,13,Climate-Controlled
INV-90494,Nova Firewall,25,198,New York DC,Available,PROD-11223,2025-03-25,CloudWave Ltd,32,Restricted
INV-90495,SmartEdge Router,456,166,Berlin DC,Damaged,PROD-11336,2025-03-04,GlobalNet Supplies,29,Normal
INV-90496,Nova Firewall,63,155,Singapore DC,In Transit,PROD-11127,2025-07-11,GlobalNet Supplies,32,Normal
INV-90497,CloudHub Gateway,129,35,London Hub,In Transit,PROD-11482,2025-07-24,GlobalNet Supplies,48,Restricted
INV-90498,CloudHub Gateway,57,136,London Hub,In Transit,PROD-11589,2025-01-12,NetWorld Partners,21,Climate-Controlled
INV-90499,VisionX Switch,90,64,Singapore DC,On Hold,PROD-11708,2025-07-31,NetWorld Partners,14,Normal
INV-90500,CloudHub Gateway,399,142,New York DC,Available,PROD-11876,2025-01-23,GlobalNet Supplies,31,Restricted
INV-90501,Nova Firewall,49,149,Singapore DC,On Hold,PROD-11099,2025-04-25,NetWorld Partners,47,Normal
INV-90502,StreamLine AP,406,191,New York DC,Available,PROD-11925,2025-03-18,CloudWave Ltd,52,Climate-Controlled
INV-90503,VisionX Switch,480,138,Singapore DC,Available,PROD-11643,2025-03-16,CloudWave Ltd,22,Climate-Controlled
INV-90504,StreamLine AP,293,169,New York DC,In Transit,PROD-11401,2025-03-19,CloudWave Ltd,38,Restricted
INV-90505,VisionX Switch,439,116,New York DC,Damaged,PROD-11130,2025-08-16,NetWorld Partners,22,Climate-Controlled
INV-90506,StreamLine AP,171,72,Bangalore WH,On Hold,PROD-11864,2025-02-03,NetWorld Partners,52,Climate-Controlled
INV-90507,CloudHub Gateway,309,145,Berlin DC,On Hold,PROD-11395,2025-04-21,GlobalNet Supplies,23,Normal
INV-90508,VisionX Switch,331,28,Berlin DC,Available,PROD-11821,2025-02-21,GlobalNet Supplies,27,Normal
INV-90509,VisionX Switch,68,39,Bangalore WH,Damaged,PROD-11885,2025-07-12,CloudWave Ltd,23,Restricted
INV-90510,VisionX Switch,114,100,New York DC,Available,PROD-11737,2025-03-15,NetWorld Partners,48,Normal
INV-90511,CloudHub Gateway,182,155,Berlin DC,Reserved,PROD-11900,2025-02-09,NetWorld Partners,34,Climate-Controlled
INV-90512,Nova Firewall,337,183,London Hub,In Transit,PROD-11212,2025-02-15,TechSource Inc,58,Climate-Controlled
INV-90513,SmartEdge Router,370,158,New York DC,On Hold,PROD-11014,2025-05-17,TechSource Inc,30,Restricted
INV-90514,CloudHub Gateway,196,135,London Hub,On Hold,PROD-11131,2025-07-25,NetWorld Partners,15,Restricted
INV-90515,Nova Firewall,28,34,Bangalore WH,On Hold,PROD-11684,2025-08-01,CloudWave Ltd,10,Climate-Controlled
INV-90516,VisionX Switch,123,141,Bangalore WH,Reserved,PROD-11173,2025-07-01,TechSource Inc,21,Normal
INV-90517,StreamLine AP,274,180,London Hub,Damaged,PROD-11073,2025-01-17,GlobalNet Supplies,30,Restricted
INV-90518,VisionX Switch,157,192,New York DC,Available,PROD-11152,2025-06-29,GlobalNet Supplies,44,Restricted
INV-90519,SmartEdge Router,220,105,Bangalore WH,On Hold,PROD-11717,2025-03-24,GlobalNet Supplies,35,Normal
INV-90520,StreamLine AP,146,125,New York DC,Damaged,PROD-11676,2025-03-23,CloudWave Ltd,20,Restricted
INV-90521,SmartEdge Router,330,1,New York DC,In Transit,PROD-11074,2025-02-27,TechSource Inc,56,Climate-Controlled
INV-90522,SmartEdge Router,117,81,Singapore DC,Damaged,PROD-11956,2025-08-09,GlobalNet Supplies,15,Restricted
INV-90523,StreamLine AP,277,171,Bangalore WH,Damaged,PROD-11188,2025-03-17,SecureLine Distributors,33,Normal
INV-90524,VisionX Switch,411,124,Singapore DC,Available,PROD-11303,2025-03-03,NetWorld Partners,50,Normal
INV-90525,CloudHub Gateway,412,54,Singapore DC,In Transit,PROD-11425,2025-07-02,CloudWave Ltd,26,Climate-Controlled
INV-90526,Nova Firewall,17,21,Bangalore WH,Damaged,PROD-11477,2025-07-14,SecureLine Distributors,41,Restricted
INV-90527,VisionX Switch,302,99,Berlin DC,Reserved,PROD-11402,2025-01-15,CloudWave Ltd,23,Normal
INV-90528,Nova Firewall,62,109,Bangalore WH,Damaged,PROD-11096,2025-04-23,TechSource Inc,39,Normal
INV-90529,CloudHub Gateway,400,103,Berlin DC,On Hold,PROD-11963,2025-04-01,CloudWave Ltd,18,Restricted
INV-90530,CloudHub Gateway,455,129,London Hub,Available,PROD-11024,2025-06-05,GlobalNet Supplies,48,Restricted
INV-90531,VisionX Switch,190,179,Bangalore WH,In Transit,PROD-11865,2025-07-12,GlobalNet Supplies,43,Restricted
INV-90532,Nova Firewall,268,53,London Hub,Damaged,PROD-11121,2025-03-08,CloudWave Ltd,23,Restricted
INV-90533,CloudHub Gateway,292,181,New York DC,In Transit,PROD-11012,2025-06-24,GlobalNet Supplies,20,Climate-Controlled
INV-90534,Nova Firewall,415,157,Berlin DC,In Transit,PROD-11777,2025-02-26,GlobalNet Supplies,46,Normal
INV-90535,CloudHub Gateway,113,128,Singapore DC,Available,PROD-11774,2025-05-01,SecureLine Distributors,27,Normal
INV-90536,CloudHub Gateway,184,164,Bangalore WH,In Transit,PROD-11222,2025-08-18,GlobalNet Supplies,15,Restricted
INV-90537,Nova Firewall,120,124,Bangalore WH,Damaged,PROD-11614,2025-05-17,NetWorld Partners,23,Normal
INV-90538,Nova Firewall,190,70,Bangalore WH,In Transit,PROD-11118,2025-02-11,GlobalNet Supplies,20,Normal
INV-90539,VisionX Switch,65,112,New York DC,Available,PROD-11829,2025-06-15,SecureLine Distributors,49,Climate-Controlled
INV-90540,SmartEdge Router,216,109,Bangalore WH,Available,PROD-11275,2025-07-24,GlobalNet Supplies,47,Restricted
INV-90541,SmartEdge Router,223,23,Berlin DC,On Hold,PROD-11883,2025-02-10,GlobalNet Supplies,11,Restricted
INV-90542,Nova Firewall,403,105,London Hub,Reserved,PROD-11948,2025-05-03,NetWorld Partners,38,Climate-Controlled
INV-90543,VisionX Switch,446,48,Bangalore WH,Available,PROD-11354,2025-04-21,CloudWave Ltd,38,Climate-Controlled
INV-90544,VisionX Switch,140,178,Berlin DC,Damaged,PROD-11169,2025-04-20,GlobalNet Supplies,10,Climate-Controlled
INV-90545,CloudHub Gateway,111,36,New York DC,Available,PROD-11626,2025-04-09,GlobalNet Supplies,49,Restricted
INV-90546,VisionX Switch,219,128,Berlin DC,Reserved,PROD-11534,2025-06-11,GlobalNet Supplies,52,Climate-Controlled
INV-90547,SmartEdge Router,275,16,Berlin DC,Reserved,PROD-11661,2025-06-17,NetWorld Partners,16,Climate-Controlled
INV-90548,Nova Firewall,189,45,Berlin DC,On Hold,PROD-11477,2025-01-21,GlobalNet Supplies,46,Normal
INV-90549,CloudHub Gateway,334,120,London Hub,In Transit,PROD-11223,2025-06-23,GlobalNet Supplies,26,Climate-Controlled
INV-90550,SmartEdge Router,309,163,New York DC,Damaged,PROD-11988,2025-07-29,CloudWave Ltd,30,Climate-Controlled
INV-90551,VisionX Switch,217,42,Berlin DC,Available,PROD-11994,2025-03-07,SecureLine Distributors,53,Restricted
INV-90552,CloudHub Gateway,355,39,Singapore DC,On Hold,PROD-11470,2025-07-13,NetWorld Partners,22,Restricted
INV-90553,SmartEdge Router,413,73,New York DC,In Transit,PROD-11659,2025-01-22,CloudWave Ltd,20,Restricted
INV-90554,SmartEdge Router,334,48,Singapore DC,On Hold,PROD-11473,2025-04-30,SecureLine Distributors,59,Climate-Controlled
INV-90555,StreamLine AP,274,26,Singapore DC,Available,PROD-11154,2025-07-28,TechSource Inc,19,Normal
INV-90556,StreamLine AP,238,16,Bangalore WH,Reserved,PROD-11749,2025-07-25,TechSource Inc,58,Restricted
INV-90557,SmartEdge Router,324,24,London Hub,Available,PROD-11473,2025-04-05,NetWorld Partners,47,Normal
INV-90558,SmartEdge Router,224,25,London Hub,Available,PROD-11348,2025-01-20,SecureLine Distributors,58,Normal
INV-90559,Nova Firewall,205,40,London Hub,On Hold,PROD-11409,2025-06-22,NetWorld Partners,11,Normal
INV-90560,CloudHub Gateway,201,28,Singapore DC,Available,PROD-11964,2025-03-18,TechSource Inc,56,Climate-Controlled
INV-90561,Nova Firewall,121,75,London Hub,On Hold,PROD-11244,2025-03-10,TechSource Inc,10,Normal
INV-90562,CloudHub Gateway,134,15,Berlin DC,On Hold,PROD-11166,2025-05-09,NetWorld Partners,37,Restricted
INV-90563,SmartEdge Router,336,48,New York DC,Damaged,PROD-11534,2025-02-03,NetWorld Partners,35,Climate-Controlled
INV-90564,StreamLine AP,382,194,New York DC,Damaged,PROD-11994,2025-04-21,CloudWave Ltd,32,Climate-Controlled
INV-90565,SmartEdge Router,439,11,Berlin DC,Reserved,PROD-11908,2025-02-12,GlobalNet Supplies,45,Normal
INV-90566,SmartEdge Router,431,159,London Hub,Available,PROD-11392,2025-07-13,NetWorld Partners,32,Climate-Controlled
INV-90567,CloudHub Gateway,355,94,Singapore DC,Reserved,PROD-11331,2025-08-28,GlobalNet Supplies,14,Normal
INV-90568,VisionX Switch,314,138,Berlin DC,Reserved,PROD-11761,2025-06-19,GlobalNet Supplies,17,Restricted
INV-90569,VisionX Switch,281,100,New York DC,In Transit,PROD-11859,2025-07-28,TechSource Inc,22,Restricted
INV-90570,Nova Firewall,340,144,Singapore DC,Available,PROD-11965,2025-07-08,SecureLine Distributors,33,Normal
INV-90571,SmartEdge Router,483,47,New York DC,Available,PROD-11146,2025-01-10,GlobalNet Supplies,29,Restricted
INV-90572,VisionX Switch,340,88,Berlin DC,On Hold,PROD-11704,2025-07-31,SecureLine Distributors,49,Normal
INV-90573,CloudHub Gateway,318,118,Bangalore WH,On Hold,PROD-11476,2025-02-07,NetWorld Partners,43,Normal
INV-90574,StreamLine AP,49,63,New York DC,In Transit,PROD-11892,2025-07-09,CloudWave Ltd,10,Restricted
INV-90575,Nova Firewall,324,158,Berlin DC,On Hold,PROD-11530,2025-08-18,NetWorld Partners,55,Climate-Controlled
INV-90576,SmartEdge Router,337,98,New York DC,Reserved,PROD-11889,2025-03-27,CloudWave Ltd,21,Normal
INV-90577,CloudHub Gateway,422,179,New York DC,Damaged,PROD-11018,2025-06-24,TechSource Inc,56,Restricted
INV-90578,StreamLine AP,235,79,Singapore DC,Reserved,PROD-11206,2025-01-11,CloudWave Ltd,46,Climate-Controlled
INV-90579,CloudHub Gateway,385,76,Singapore DC,In Transit,PROD-11593,2025-08-06,SecureLine Distributors,41,Climate-Controlled
INV-90580,Nova Firewall,299,84,Bangalore WH,Damaged,PROD-11223,2025-01-22,NetWorld Partners,45,Normal
INV-90581,CloudHub Gateway,434,133,New York DC,Available,PROD-11050,2025-01-30,CloudWave Ltd,20,Normal
INV-90582,Nova Firewall,147,96,Singapore DC,In Transit,PROD-11237,2025-01-16,SecureLine Distributors,20,Normal
INV-90583,CloudHub Gateway,303,148,London Hub,In Transit,PROD-11758,2025-01-21,GlobalNet Supplies,19,Normal
INV-90584,StreamLine AP,500,66,Singapore DC,Damaged,PROD-11025,2025-04-12,TechSource Inc,52,Normal
INV-90585,VisionX Switch,168,150,New York DC,In Transit,PROD-11828,2025-02-07,SecureLine Distributors,57,Normal
INV-90586,StreamLine AP,415,59,Bangalore WH,Reserved,PROD-11449,2025-06-29,GlobalNet Supplies,55,Restricted
INV-90587,Nova Firewall,267,137,Singapore DC,In Transit,PROD-11687,2025-01-26,CloudWave Ltd,12,Restricted
INV-90588,SmartEdge Router,35,106,New York DC,Damaged,PROD-11800,2025-08-30,TechSource Inc,43,Climate-Controlled
INV-90589,Nova Firewall,327,59,London Hub,In Transit,PROD-11777,2025-03-22,NetWorld Partners,10,Restricted
INV-90590,SmartEdge Router,446,17,New York DC,Damaged,PROD-11244,2025-03-04,CloudWave Ltd,26,Climate-Controlled
INV-90591,StreamLine AP,478,156,Singapore DC,Damaged,PROD-11124,2025-04-01,TechSource Inc,29,Restricted
INV-90592,SmartEdge Router,203,105,London Hub,On Hold,PROD-11046,2025-07-22,GlobalNet Supplies,60,Climate-Controlled
INV-90593,CloudHub Gateway,54,15,Singapore DC,In Transit,PROD-11116,2025-07-13,GlobalNet Supplies,11,Climate-Controlled
INV-90594,Nova Firewall,262,196,London Hub,In Transit,PROD-11395,2025-07-17,CloudWave Ltd,33,Climate-Controlled
INV-90595,Nova Firewall,498,50,Bangalore WH,Reserved,PROD-11195,2025-05-24,NetWorld Partners,19,Restricted
INV-90596,StreamLine AP,421,23,Bangalore WH,On Hold,PROD-11980,2025-05-01,CloudWave Ltd,26,Normal
INV-90597,VisionX Switch,401,198,Bangalore WH,Damaged,PROD-11039,2025-03-19,TechSource Inc,51,Normal
INV-90598,Nova Firewall,252,118,New York DC,In Transit,PROD-11592,2025-07-18,GlobalNet Supplies,16,Climate-Controlled
INV-90599,Nova Firewall,86,191,Singapore DC,On Hold,PROD-11653,2025-07-13,NetWorld Partners,38,Normal
INV-90600,Nova Firewall,411,123,Berlin DC,Reserved,PROD-11409,2025-03-18,CloudWave Ltd,32,Climate-Controlled
INV-90601,SmartEdge Router,170,24,Singapore DC,Reserved,PROD-11594,2025-04-10,SecureLine Distributors,12,Restricted
INV-90602,StreamLine AP,319,25,Berlin DC,On Hold,PROD-11432,2025-06-01,NetWorld Partners,28,Restricted
INV-90603,Nova Firewall,239,114,Berlin DC,Reserved,PROD-11900,2025-08-16,NetWorld Partners,46,Normal
INV-90604,Nova Firewall,292,40,Bangalore WH,In Transit,PROD-11983,2025-04-05,TechSource Inc,14,Climate-Controlled
INV-90605,Nova Firewall,154,17,London Hub,Available,PROD-11152,2025-03-30,SecureLine Distributors,23,Climate-Controlled
INV-90606,VisionX Switch,231,65,New York DC,Reserved,PROD-11521,2025-07-04,GlobalNet Supplies,56,Normal
INV-90607,VisionX Switch,199,149,Singapore DC,Available,PROD-11884,2025-04-09,TechSource Inc,47,Climate-Controlled
INV-90608,VisionX Switch,89,68,London Hub,Damaged,PROD-11677,2025-07-05,CloudWave Ltd,29,Restricted
INV-90609,SmartEdge Router,240,44,Bangalore WH,Available,PROD-11383,2025-03-13,GlobalNet Supplies,50,Restricted
INV-90610,Nova Firewall,286,5,Berlin DC,Available,PROD-11937,2025-03-11,CloudWave Ltd,16,Climate-Controlled
INV-90611,SmartEdge Router,137,117,Singapore DC,Available,PROD-11208,2025-01-28,CloudWave Ltd,28,Restricted
INV-90612,CloudHub Gateway,286,82,Berlin DC,In Transit,PROD-11711,2025-05-02,GlobalNet Supplies,23,Normal
INV-90613,StreamLine AP,452,194,Berlin DC,Available,PROD-11539,2025-06-08,SecureLine Distributors,13,Restricted
INV-90614,CloudHub Gateway,120,90,Berlin DC,Damaged,PROD-11494,2025-06-06,NetWorld Partners,38,Climate-Controlled
INV-90615,Nova Firewall,36,152,Bangalore WH,Reserved,PROD-11197,2025-01-10,GlobalNet Supplies,24,Climate-Controlled
INV-90616,StreamLine AP,124,123,London Hub,Available,PROD-11116,2025-02-06,TechSource Inc,27,Normal
INV-90617,StreamLine AP,460,1,Berlin DC,In Transit,PROD-11302,2025-02-05,CloudWave Ltd,25,Normal
INV-90618,StreamLine AP,84,106,London Hub,Available,PROD-11733,2025-07-12,SecureLine Distributors,34,Climate-Controlled
INV-90619,Nova Firewall,174,63,Singapore DC,Damaged,PROD-11744,2025-05-08,TechSource Inc,28,Climate-Controlled
INV-90620,CloudHub Gateway,107,177,Berlin DC,In Transit,PROD-11239,2025-03-23,TechSource Inc,34,Restricted
INV-90621,VisionX Switch,171,48,Singapore DC,Damaged,PROD-11152,2025-02-26,GlobalNet Supplies,48,Normal
INV-90622,Nova Firewall,77,140,New York DC,Reserved,PROD-11412,2025-05-26,CloudWave Ltd,33,Normal
INV-90623,VisionX Switch,347,54,New York DC,Reserved,PROD-11769,2025-02-22,SecureLine Distributors,27,Normal
INV-90624,StreamLine AP,48,131,Bangalore WH,Damaged,PROD-11179,2025-07-02,SecureLine Distributors,52,Normal
INV-90625,Nova Firewall,280,140,Singapore DC,Available,PROD-11220,2025-06-14,GlobalNet Supplies,18,Climate-Controlled
INV-90626,Nova Firewall,309,2,New York DC,Damaged,PROD-11286,2025-03-18,NetWorld Partners,60,Restricted
INV-90627,StreamLine AP,443,140,Singapore DC,Reserved,PROD-11984,2025-03-17,CloudWave Ltd,26,Climate-Controlled
INV-90628,Nova Firewall,341,64,Singapore DC,Damaged,PROD-11397,2025-01-13,GlobalNet Supplies,29,Normal
INV-90629,CloudHub Gateway,68,135,Berlin DC,Available,PROD-11647,2025-07-14,NetWorld Partners,17,Normal
INV-90630,SmartEdge Router,327,157,London Hub,Reserved,PROD-11872,2025-04-09,TechSource Inc,33,Climate-Controlled
INV-90631,VisionX Switch,355,162,New York DC,Damaged,PROD-11646,2025-07-02,GlobalNet Supplies,32,Restricted
INV-90632,SmartEdge Router,197,22,Berlin DC,On Hold,PROD-11422,2025-05-14,NetWorld Partners,16,Restricted
INV-90633,StreamLine AP,150,132,Berlin DC,In Transit,PROD-11511,2025-04-18,CloudWave Ltd,46,Climate-Controlled
INV-90634,SmartEdge Router,184,61,Berlin DC,Reserved,PROD-11113,2025-06-13,CloudWave Ltd,56,Normal
INV-90635,CloudHub Gateway,266,69,New York DC,On Hold,PROD-11035,2025-07-22,TechSource Inc,15,Restricted
INV-90636,VisionX Switch,385,120,Berlin DC,On Hold,PROD-11067,2025-03-03,TechSource Inc,34,Restricted
INV-90637,StreamLine AP,425,105,New York DC,On Hold,PROD-11560,2025-02-23,CloudWave Ltd,12,Normal
INV-90638,SmartEdge Router,77,88,New York DC,Available,PROD-11107,2025-06-21,TechSource Inc,43,Normal
INV-90639,SmartEdge Router,416,144,Singapore DC,Damaged,PROD-11624,2025-06-10,GlobalNet Supplies,12,Climate-Controlled
INV-90640,SmartEdge Router,74,76,Singapore DC,Damaged,PROD-11398,2025-07-14,CloudWave Ltd,30,Restricted
INV-90641,CloudHub Gateway,235,89,London Hub,In Transit,PROD-11396,2025-08-08,TechSource Inc,17,Normal
INV-90642,StreamLine AP,276,108,New York DC,On Hold,PROD-11572,2025-02-12,CloudWave Ltd,16,Normal
INV-90643,SmartEdge Router,90,74,New York DC,Available,PROD-11102,2025-07-03,SecureLine Distributors,13,Climate-Controlled
INV-90644,Nova Firewall,85,93,Berlin DC,On Hold,PROD-11323,2025-02-13,GlobalNet Supplies,36,Climate-Controlled
INV-90645,VisionX Switch,381,40,New York DC,In Transit,PROD-11424,2025-08-07,SecureLine Distributors,31,Climate-Controlled
INV-90646,SmartEdge Router,385,133,Berlin DC,Available,PROD-11233,2025-05-10,NetWorld Partners,48,Normal
INV-90647,CloudHub Gateway,464,158,New York DC,In Transit,PROD-11779,2025-02-09,NetWorld Partners,30,Restricted
INV-90648,SmartEdge Router,209,169,New York DC,Available,PROD-11635,2025-03-14,CloudWave Ltd,48,Climate-Controlled
INV-90649,SmartEdge Router,173,104,Berlin DC,On Hold,PROD-11933,2025-01-07,GlobalNet Supplies,39,Normal
INV-90650,Nova Firewall,13,68,Berlin DC,Damaged,PROD-11790,2025-07-31,NetWorld Partners,28,Climate-Controlled
INV-90651,SmartEdge Router,470,23,Singapore DC,Damaged,PROD-11656,2025-04-04,TechSource Inc,34,Normal
INV-90652,SmartEdge Router,156,22,London Hub,Reserved,PROD-11601,2025-06-06,TechSource Inc,19,Restricted
INV-90653,VisionX Switch,167,105,London Hub,Damaged,PROD-11426,2025-01-04,CloudWave Ltd,44,Climate-Controlled
INV-90654,Nova Firewall,96,77,New York DC,Available,PROD-11876,2025-02-10,SecureLine Distributors,13,Restricted
INV-90655,Nova Firewall,66,27,Bangalore WH,Reserved,PROD-11481,2025-06-16,TechSource Inc,54,Restricted
INV-90656,VisionX Switch,154,171,Bangalore WH,Damaged,PROD-11932,2025-05-19,GlobalNet Supplies,56,Climate-Controlled
INV-90657,SmartEdge Router,283,33,Bangalore WH,On Hold,PROD-11215,2025-04-02,NetWorld Partners,51,Climate-Controlled
INV-90658,SmartEdge Router,32,200,New York DC,Reserved,PROD-11471,2025-04-26,NetWorld Partners,51,Restricted
INV-90659,Nova Firewall,329,21,London Hub,Reserved,PROD-11021,2025-01-10,SecureLine Distributors,17,Restricted
INV-90660,SmartEdge Router,302,161,New York DC,Damaged,PROD-11331,2025-01-03,TechSource Inc,48,Restricted
INV-90661,Nova Firewall,313,68,New York DC,Available,PROD-11959,2025-02-27,CloudWave Ltd,52,Restricted
INV-90662,VisionX Switch,333,20,Singapore DC,Available,PROD-11419,2025-07-13,TechSource Inc,57,Climate-Controlled
INV-90663,SmartEdge Router,478,186,London Hub,Available,PROD-11533,2025-06-06,SecureLine Distributors,11,Restricted
INV-90664,VisionX Switch,226,137,Bangalore WH,Available,PROD-11888,2025-08-13,NetWorld Partners,55,Climate-Controlled
INV-90665,CloudHub Gateway,83,11,Bangalore WH,Reserved,PROD-11944,2025-08-08,SecureLine Distributors,45,Climate-Controlled
INV-90666,VisionX Switch,307,42,New York DC,In Transit,PROD-11488,2025-04-27,TechSource Inc,32,Climate-Controlled
INV-90667,CloudHub Gateway,108,119,Berlin DC,In Transit,PROD-11717,2025-02-28,CloudWave Ltd,56,Normal
INV-90668,Nova Firewall,178,188,Berlin DC,In Transit,PROD-11338,2025-01-05,CloudWave Ltd,27,Restricted
INV-90669,Nova Firewall,322,138,Berlin DC,Damaged,PROD-11805,2025-04-19,NetWorld Partners,23,Restricted
INV-90670,CloudHub Gateway,448,192,Singapore DC,On Hold,PROD-11829,2025-02-10,GlobalNet Supplies,49,Normal
INV-90671,Nova Firewall,338,76,Berlin DC,Available,PROD-11693,2025-08-05,NetWorld Partners,29,Climate-Controlled
INV-90672,SmartEdge Router,434,0,Bangalore WH,Damaged,PROD-11940,2025-01-22,CloudWave Ltd,37,Restricted
INV-90673,SmartEdge Router,381,57,Singapore DC,On Hold,PROD-11860,2025-07-21,TechSource Inc,49,Restricted
INV-90674,StreamLine AP,225,93,London Hub,Damaged,PROD-11715,2025-03-09,CloudWave Ltd,21,Normal
INV-90675,CloudHub Gateway,39,145,London Hub,Damaged,PROD-11820,2025-02-02,CloudWave Ltd,21,Restricted
INV-90676,Nova Firewall,409,84,Singapore DC,On Hold,PROD-11575,2025-01-07,NetWorld Partners,26,Climate-Controlled
INV-90677,VisionX Switch,108,173,London Hub,In Transit,PROD-11349,2025-01-11,GlobalNet Supplies,55,Climate-Controlled
INV-90678,VisionX Switch,147,128,Bangalore WH,On Hold,PROD-11979,2025-05-14,CloudWave Ltd,24,Restricted
INV-90679,StreamLine AP,99,174,Singapore DC,Available,PROD-11577,2025-07-25,GlobalNet Supplies,48,Normal
