Logistics ID,Product Name,Order Date,Order Status,Fulfilment Date,Delivery Date,Delivery Status,Consignment Location,Cust_ID,Od_Contract_ID
LOG-80413,VisionX Switch,2025-08-10,In Progress,2025-06-12,2025-05-05,Out for Delivery,New York DC,CUST-10542,ORD-42001
LOG-80414,Nova Firewall,2025-03-03,Delivered,2025-06-06,2025-08-24,In Transit,Singapore WH,CUST-10146,ORD-44446
LOG-80415,Nova Firewall,2025-06-02,Delivered,2025-05-22,2025-06-28,Delivered,New York DC,CUST-10677,ORD-40580
LOG-80416,Nova Firewall,2025-06-30,Cancelled,2025-02-04,2025-03-27,Returned,Singapore WH,CUST-10726,ORD-44095
LOG-80417,VisionX Switch,2025-07-11,Shipped,2025-06-10,2025-06-25,Returned,London DC,CUST-10608,ORD-40414
LOG-80418,SmartEdge Router,2025-01-09,In Progress,2025-05-24,2025-07-21,Out for Delivery,Berlin Hub,CUST-10749,ORD-44912
LOG-80419,SmartEdge Router,2025-08-17,Cancelled,2025-08-13,2025-07-04,In Transit,Bangalore WH,CUST-10871,ORD-40548
LOG-80420,CloudHub Gateway,2025-01-19,Cancelled,2025-08-13,2025-04-29,Returned,Berlin Hub,CUST-10384,ORD-41787
LOG-80421,StreamLine AP,2025-08-07,Shipped,2025-07-25,2025-04-19,Pending,Bangalore WH,CUST-10574,ORD-44089
LOG-80422,CloudHub Gateway,2025-02-12,Delivered,2025-08-12,2025-06-02,Returned,London DC,CUST-10325,ORD-41892
LOG-80423,StreamLine AP,2025-08-27,Shipped,2025-04-28,2025-07-09,Returned,London DC,CUST-10528,ORD-42307
LOG-80424,StreamLine AP,2025-04-22,Delivered,2025-07-17,2025-04-27,Pending,Singapore WH,CUST-10368,ORD-44758
LOG-80425,VisionX Switch,2025-01-03,Cancelled,2025-03-24,2025-08-18,Pending,London DC,CUST-10548,ORD-40809
LOG-80426,CloudHub Gateway,2025-04-18,Shipped,2025-02-11,2025-07-25,Pending,Singapore WH,CUST-10657,ORD-41661
LOG-80427,VisionX Switch,2025-08-22,Delivered,2025-07-28,2025-02-04,Pending,Bangalore WH,CUST-10229,ORD-41513
LOG-80428,Nova Firewall,2025-08-21,Confirmed,2025-05-17,2025-07-27,In Transit,Berlin Hub,CUST-10641,ORD-44670
LOG-80429,SmartEdge Router,2025-07-30,Confirmed,2025-08-31,2025-04-29,Returned,New York DC,CUST-10180,ORD-41035
LOG-80430,CloudHub Gateway,2025-01-06,Confirmed,2025-07-21,2025-02-09,Out for Delivery,Berlin Hub,CUST-10341,ORD-44375
LOG-80431,CloudHub Gateway,2025-08-24,Delivered,2025-04-29,2025-04-29,Pending,New York DC,CUST-10896,ORD-44294
LOG-80432,VisionX Switch,2025-06-16,In Progress,2025-08-03,2025-07-27,Pending,Bangalore WH,CUST-10658,ORD-44283
LOG-80433,SmartEdge Router,2025-03-14,In Progress,2025-01-14,2025-02-27,Pending,London DC,CUST-10721,ORD-43054
LOG-80434,Nova Firewall,2025-06-19,Confirmed,2025-03-20,2025-03-16,Out for Delivery,London DC,CUST-10079,ORD-44713
LOG-80435,StreamLine AP,2025-02-23,Cancelled,2025-08-06,2025-05-24,In Transit,Berlin Hub,CUST-10269,ORD-44446
LOG-80436,Nova Firewall,2025-07-20,Delivered,2025-04-08,2025-01-19,Out for Delivery,Bangalore WH,CUST-10303,ORD-41311
LOG-80437,Nova Firewall,2025-08-28,Shipped,2025-05-07,2025-04-23,In Transit,Berlin Hub,CUST-10664,ORD-41265
LOG-80438,VisionX Switch,2025-02-06,Cancelled,2025-04-10,2025-01-04,In Transit,Berlin Hub,CUST-10943,ORD-42045
LOG-80439,SmartEdge Router,2025-03-08,In Progress,2025-01-01,2025-08-12,Pending,Bangalore WH,CUST-10799,ORD-43561
LOG-80440,StreamLine AP,2025-01-04,Confirmed,2025-06-21,2025-04-21,Returned,Berlin Hub,CUST-10044,ORD-43304
LOG-80441,VisionX Switch,2025-07-06,Cancelled,2025-05-13,2025-01-20,Delivered,Singapore WH,CUST-10144,ORD-44280
LOG-80442,Nova Firewall,2025-04-07,Shipped,2025-01-11,2025-07-18,Delivered,Berlin Hub,CUST-10385,ORD-44985
LOG-80443,CloudHub Gateway,2025-06-24,Cancelled,2025-05-15,2025-05-03,Delivered,Singapore WH,CUST-10456,ORD-43396
LOG-80444,VisionX Switch,2025-05-16,In Progress,2025-03-11,2025-07-02,Returned,London DC,CUST-10817,ORD-40021
LOG-80445,VisionX Switch,2025-07-13,Shipped,2025-03-22,2025-04-21,Out for Delivery,New York DC,CUST-10829,ORD-41938
LOG-80446,Nova Firewall,2025-07-06,In Progress,2025-05-06,2025-01-23,In Transit,Singapore WH,CUST-10176,ORD-43849
LOG-80447,SmartEdge Router,2025-06-18,Shipped,2025-08-05,2025-03-09,Delivered,London DC,CUST-10420,ORD-41354
LOG-80448,Nova Firewall,2025-06-17,In Progress,2025-04-22,2025-03-11,Returned,Bangalore WH,CUST-10219,ORD-43796
LOG-80449,SmartEdge Router,2025-02-04,Shipped,2025-05-25,2025-06-17,Delivered,Singapore WH,CUST-10302,ORD-42298
LOG-80450,SmartEdge Router,2025-01-29,Cancelled,2025-08-10,2025-05-30,In Transit,Berlin Hub,CUST-10148,ORD-43393
LOG-80451,VisionX Switch,2025-01-31,Shipped,2025-01-01,2025-03-22,Pending,London DC,CUST-10834,ORD-40768
LOG-80452,StreamLine AP,2025-06-30,Cancelled,2025-04-18,2025-08-22,Out for Delivery,London DC,CUST-10288,ORD-41587
LOG-80453,VisionX Switch,2025-07-31,In Progress,2025-07-13,2025-06-24,Out for Delivery,New York DC,CUST-10851,ORD-40443
LOG-80454,StreamLine AP,2025-04-21,Delivered,2025-02-16,2025-06-30,Returned,Berlin Hub,CUST-10609,ORD-40870
LOG-80455,VisionX Switch,2025-03-19,Shipped,2025-02-05,2025-04-01,In Transit,Bangalore WH,CUST-10692,ORD-43617
LOG-80456,StreamLine AP,2025-01-04,Confirmed,2025-05-27,2025-05-10,Delivered,Singapore WH,CUST-10468,ORD-43502
LOG-80457,CloudHub Gateway,2025-01-08,Cancelled,2025-02-15,2025-08-24,Delivered,New York DC,CUST-10655,ORD-40697
LOG-80458,SmartEdge Router,2025-08-17,In Progress,2025-07-23,2025-01-01,Pending,New York DC,CUST-10700,ORD-40057
LOG-80459,CloudHub Gateway,2025-04-16,Confirmed,2025-07-01,2025-01-19,Pending,Singapore WH,CUST-10420,ORD-44304
LOG-80460,VisionX Switch,2025-01-13,In Progress,2025-03-05,2025-06-04,Out for Delivery,Bangalore WH,CUST-10455,ORD-40778
LOG-80461,SmartEdge Router,2025-07-30,In Progress,2025-07-13,2025-04-19,Pending,Bangalore WH,CUST-10801,ORD-41625
LOG-80462,Nova Firewall,2025-06-02,Shipped,2025-08-11,2025-03-08,Out for Delivery,New York DC,CUST-10996,ORD-42510
LOG-80463,SmartEdge Router,2025-01-21,Confirmed,2025-08-05,2025-04-02,In Transit,Bangalore WH,CUST-10032,ORD-41865
LOG-80464,SmartEdge Router,2025-08-22,Delivered,2025-02-26,2025-03-11,In Transit,London DC,CUST-10268,ORD-41170
LOG-80465,VisionX Switch,2025-07-03,Confirmed,2025-03-17,2025-08-20,In Transit,Bangalore WH,CUST-10669,ORD-44223
LOG-80466,CloudHub Gateway,2025-06-20,In Progress,2025-01-23,2025-07-26,Out for Delivery,Berlin Hub,CUST-10801,ORD-40973
LOG-80467,VisionX Switch,2025-06-12,In Progress,2025-07-17,2025-06-11,Delivered,London DC,CUST-10004,ORD-44904
LOG-80468,CloudHub Gateway,2025-05-11,Delivered,2025-08-17,2025-04-02,Delivered,Berlin Hub,CUST-10405,ORD-42716
LOG-80469,CloudHub Gateway,2025-01-26,Shipped,2025-07-16,2025-07-31,Pending,Berlin Hub,CUST-10850,ORD-43930
LOG-80470,StreamLine AP,2025-06-01,Delivered,2025-08-25,2025-04-25,Delivered,Singapore WH,CUST-10125,ORD-41529
LOG-80471,StreamLine AP,2025-05-30,In Progress,2025-06-12,2025-02-18,Pending,London DC,CUST-10430,ORD-42175
LOG-80472,Nova Firewall,2025-06-11,Delivered,2025-08-17,2025-01-25,Pending,Berlin Hub,CUST-10284,ORD-44131
LOG-80473,Nova Firewall,2025-08-21,Cancelled,2025-06-07,2025-07-18,Out for Delivery,London DC,CUST-10292,ORD-44135
LOG-80474,VisionX Switch,2025-07-13,Delivered,2025-08-09,2025-03-12,Pending,London DC,CUST-10929,ORD-41118
LOG-80475,CloudHub Gateway,2025-02-07,Cancelled,2025-05-13,2025-07-10,Pending,New York DC,CUST-10884,ORD-42548
LOG-80476,StreamLine AP,2025-04-26,Shipped,2025-08-11,2025-03-21,Pending,Singapore WH,CUST-10012,ORD-42703
LOG-80477,Nova Firewall,2025-01-03,Cancelled,2025-04-18,2025-05-18,Out for Delivery,Bangalore WH,CUST-10997,ORD-42010
LOG-80478,StreamLine AP,2025-01-07,Cancelled,2025-04-08,2025-02-20,Returned,Singapore WH,CUST-10464,ORD-43115
LOG-80479,CloudHub Gateway,2025-05-21,Confirmed,2025-07-10,2025-08-20,Delivered,Bangalore WH,CUST-10846,ORD-44566
LOG-80480,CloudHub Gateway,2025-03-12,Shipped,2025-05-31,2025-02-12,In Transit,London DC,CUST-10407,ORD-42080
LOG-80481,VisionX Switch,2025-06-05,Confirmed,2025-04-24,2025-08-08,Delivered,Berlin Hub,CUST-10506,ORD-42218
LOG-80482,StreamLine AP,2025-02-15,Delivered,2025-03-05,2025-03-31,Out for Delivery,Berlin Hub,CUST-10603,ORD-41970
LOG-80483,CloudHub Gateway,2025-08-04,In Progress,2025-03-29,2025-05-20,Out for Delivery,Berlin Hub,CUST-10630,ORD-44603
LOG-80484,StreamLine AP,2025-06-01,Confirmed,2025-04-06,2025-03-20,Pending,Berlin Hub,CUST-10826,ORD-43916
LOG-80485,SmartEdge Router,2025-04-28,In Progress,2025-05-13,2025-07-07,Delivered,Bangalore WH,CUST-10308,ORD-40001
LOG-80486,VisionX Switch,2025-08-02,In Progress,2025-07-22,2025-03-05,In Transit,Singapore WH,CUST-10490,ORD-43778
LOG-80487,SmartEdge Router,2025-06-28,Confirmed,2025-03-18,2025-06-13,Returned,Singapore WH,CUST-10942,ORD-43869
LOG-80488,VisionX Switch,2025-05-25,Shipped,2025-08-26,2025-06-17,Delivered,Berlin Hub,CUST-10049,ORD-43615
LOG-80489,Nova Firewall,2025-06-05,In Progress,2025-07-06,2025-01-20,In Transit,Bangalore WH,CUST-10630,ORD-42370
LOG-80490,Nova Firewall,2025-08-01,Delivered,2025-02-24,2025-06-29,Pending,Berlin Hub,CUST-10860,ORD-44895
LOG-80491,Nova Firewall,2025-07-07,Confirmed,2025-02-15,2025-03-06,Delivered,London DC,CUST-10357,ORD-40902
LOG-80492,VisionX Switch,2025-03-11,Delivered,2025-04-28,2025-06-20,Pending,Berlin Hub,CUST-10008,ORD-44956
LOG-80493,StreamLine AP,2025-06-11,Delivered,2025-03-14,2025-03-02,Delivered,Bangalore WH,CUST-10195,ORD-44419
LOG-80494,StreamLine AP,2025-02-15,Confirmed,2025-01-18,2025-06-27,In Transit,New York DC,CUST-10144,ORD-42658
LOG-80495,VisionX Switch,2025-04-08,Delivered,2025-01-17,2025-04-27,Pending,New York DC,CUST-10411,ORD-44242
LOG-80496,Nova Firewall,2025-08-30,In Progress,2025-02-26,2025-04-21,Delivered,Singapore WH,CUST-10142,ORD-43542
LOG-80497,StreamLine AP,2025-06-04,Cancelled,2025-06-03,2025-03-29,Returned,Berlin Hub,CUST-10215,ORD-42249
LOG-80498,CloudHub Gateway,2025-08-17,Confirmed,2025-03-22,2025-03-25,Returned,Singapore WH,CUST-10365,ORD-42874
LOG-80499,CloudHub Gateway,2025-02-10,Shipped,2025-05-11,2025-04-07,Pending,Singapore WH,CUST-10960,ORD-41786
LOG-80500,CloudHub Gateway,2025-01-21,Confirmed,2025-08-03,2025-08-08,Pending,Berlin Hub,CUST-10204,ORD-44186
LOG-80501,SmartEdge Router,2025-08-11,Delivered,2025-06-10,2025-02-28,Pending,Berlin Hub,CUST-10245,ORD-42901
LOG-80502,Nova Firewall,2025-05-07,In Progress,2025-06-01,2025-05-08,In Transit,New York DC,CUST-10862,ORD-42816
LOG-80503,SmartEdge Router,2025-05-03,Cancelled,2025-05-26,2025-05-29,Returned,Bangalore WH,CUST-10409,ORD-41190
LOG-80504,StreamLine AP,2025-08-11,In Progress,2025-08-16,2025-01-19,Out for Delivery,London DC,CUST-10885,ORD-41101
LOG-80505,VisionX Switch,2025-01-23,Cancelled,2025-07-11,2025-06-15,Pending,Berlin Hub,CUST-10607,ORD-41747
LOG-80506,VisionX Switch,2025-06-25,In Progress,2025-02-09,2025-03-25,In Transit,Singapore WH,CUST-10520,ORD-42942
LOG-80507,CloudHub Gateway,2025-02-10,Delivered,2025-08-29,2025-05-16,Out for Delivery,New York DC,CUST-10058,ORD-41161
LOG-80508,CloudHub Gateway,2025-05-15,Confirmed,2025-07-11,2025-03-11,Returned,Bangalore WH,CUST-10617,ORD-43521
LOG-80509,CloudHub Gateway,2025-08-05,Delivered,2025-01-21,2025-02-24,Out for Delivery,London DC,CUST-10998,ORD-44636
LOG-80510,Nova Firewall,2025-06-18,Shipped,2025-08-19,2025-07-21,Delivered,Berlin Hub,CUST-10732,ORD-40295
LOG-80511,SmartEdge Router,2025-02-15,Confirmed,2025-06-26,2025-02-12,Delivered,London DC,CUST-10590,ORD-40273
LOG-80512,StreamLine AP,2025-08-14,Delivered,2025-01-15,2025-06-30,In Transit,Berlin Hub,CUST-10317,ORD-42484
LOG-80513,SmartEdge Router,2025-06-01,Delivered,2025-05-01,2025-08-21,Delivered,Berlin Hub,CUST-10620,ORD-41086
LOG-80514,SmartEdge Router,2025-06-08,Confirmed,2025-06-29,2025-07-17,Out for Delivery,London DC,CUST-10073,ORD-41992
LOG-80515,StreamLine AP,2025-05-24,Confirmed,2025-03-05,2025-01-18,Out for Delivery,Singapore WH,CUST-10288,ORD-42986
LOG-80516,SmartEdge Router,2025-07-05,Confirmed,2025-08-11,2025-02-11,In Transit,Bangalore WH,CUST-10877,ORD-42634
LOG-80517,CloudHub Gateway,2025-05-20,Shipped,2025-01-03,2025-04-01,Pending,London DC,CUST-10705,ORD-43417
LOG-80518,VisionX Switch,2025-01-01,Delivered,2025-01-23,2025-07-13,Out for Delivery,Singapore WH,CUST-10268,ORD-40028
LOG-80519,Nova Firewall,2025-03-20,Confirmed,2025-08-12,2025-02-11,Out for Delivery,London DC,CUST-10797,ORD-44062
LOG-80520,Nova Firewall,2025-01-08,Shipped,2025-06-15,2025-07-06,In Transit,Singapore WH,CUST-10489,ORD-40827
LOG-80521,Nova Firewall,2025-03-18,Delivered,2025-01-05,2025-08-11,Delivered,London DC,CUST-10235,ORD-44623
LOG-80522,Nova Firewall,2025-03-25,Delivered,2025-03-04,2025-03-16,Delivered,New York DC,CUST-10414,ORD-40254
LOG-80523,CloudHub Gateway,2025-02-01,In Progress,2025-05-07,2025-02-19,Pending,Bangalore WH,CUST-10897,ORD-41516
LOG-80524,SmartEdge Router,2025-06-14,In Progress,2025-07-18,2025-08-05,Delivered,Berlin Hub,CUST-10025,ORD-41965
LOG-80525,SmartEdge Router,2025-04-24,Confirmed,2025-07-13,2025-06-05,Delivered,Berlin Hub,CUST-10872,ORD-44369
LOG-80526,CloudHub Gateway,2025-05-06,Cancelled,2025-02-03,2025-04-08,Returned,New York DC,CUST-10798,ORD-44155
LOG-80527,VisionX Switch,2025-02-16,Delivered,2025-05-27,2025-08-18,Returned,Bangalore WH,CUST-10595,ORD-41786
LOG-80528,Nova Firewall,2025-01-25,In Progress,2025-08-31,2025-01-10,Returned,Singapore WH,CUST-10484,ORD-43885
LOG-80529,Nova Firewall,2025-01-31,In Progress,2025-01-22,2025-04-04,Out for Delivery,London DC,CUST-10264,ORD-44662
LOG-80530,SmartEdge Router,2025-07-20,Shipped,2025-02-10,2025-01-11,Returned,Singapore WH,CUST-10238,ORD-40032
LOG-80531,StreamLine AP,2025-07-17,Confirmed,2025-07-29,2025-04-06,Out for Delivery,New York DC,CUST-10126,ORD-41008
LOG-80532,StreamLine AP,2025-03-02,Confirmed,2025-07-08,2025-08-19,Out for Delivery,Berlin Hub,CUST-10093,ORD-43592
LOG-80533,StreamLine AP,2025-05-13,In Progress,2025-02-21,2025-07-23,Out for Delivery,New York DC,CUST-10594,ORD-44190
LOG-80534,Nova Firewall,2025-03-22,Shipped,2025-08-23,2025-05-17,In Transit,London DC,CUST-10625,ORD-42245
LOG-80535,SmartEdge Router,2025-08-15,Delivered,2025-05-29,2025-01-08,Pending,London DC,CUST-10749,ORD-42323
LOG-80536,CloudHub Gateway,2025-04-17,Delivered,2025-01-12,2025-07-20,Out for Delivery,New York DC,CUST-10180,ORD-44552
LOG-80537,SmartEdge Router,2025-03-02,Shipped,2025-07-22,2025-07-24,Pending,London DC,CUST-10187,ORD-41127
LOG-80538,CloudHub Gateway,2025-03-15,Shipped,2025-01-02,2025-04-13,Pending,New York DC,CUST-10454,ORD-43030
LOG-80539,SmartEdge Router,2025-06-28,Cancelled,2025-02-03,2025-08-28,Returned,Berlin Hub,CUST-10623,ORD-41609
LOG-80540,VisionX Switch,2025-03-21,Confirmed,2025-07-13,2025-05-28,Returned,Berlin Hub,CUST-10213,ORD-41872
LOG-80541,SmartEdge Router,2025-04-02,Delivered,2025-05-09,2025-06-29,Pending,Berlin Hub,CUST-10985,ORD-43396
LOG-80542,CloudHub Gateway,2025-04-24,Delivered,2025-07-31,2025-08-10,Pending,Berlin Hub,CUST-10772,ORD-44467
LOG-80543,StreamLine AP,2025-07-03,In Progress,2025-01-08,2025-04-29,Pending,Berlin Hub,CUST-10240,ORD-40514
LOG-80544,Nova Firewall,2025-01-20,Shipped,2025-02-05,2025-08-22,Pending,Singapore WH,CUST-10808,ORD-42452
LOG-80545,Nova Firewall,2025-06-18,Shipped,2025-02-12,2025-04-15,Out for Delivery,Bangalore WH,CUST-10973,ORD-44998
LOG-80546,CloudHub Gateway,2025-04-01,Confirmed,2025-02-08,2025-04-30,Out for Delivery,London DC,CUST-10017,ORD-41237
LOG-80547,CloudHub Gateway,2025-08-17,Cancelled,2025-05-22,2025-03-11,In Transit,London DC,CUST-10045,ORD-44340
LOG-80548,Nova Firewall,2025-03-22,Confirmed,2025-06-28,2025-02-23,Returned,Berlin Hub,CUST-10829,ORD-43097
LOG-80549,SmartEdge Router,2025-08-08,Confirmed,2025-02-20,2025-02-05,Out for Delivery,London DC,CUST-10427,ORD-44164
LOG-80550,Nova Firewall,2025-02-18,In Progress,2025-08-26,2025-01-09,Delivered,London DC,CUST-10461,ORD-43190
LOG-80551,StreamLine AP,2025-07-01,In Progress,2025-05-18,2025-02-27,Returned,Bangalore WH,CUST-10596,ORD-43078
LOG-80552,StreamLine AP,2025-02-27,Confirmed,2025-01-17,2025-03-09,In Transit,Berlin Hub,CUST-10060,ORD-41938
LOG-80553,SmartEdge Router,2025-04-17,Confirmed,2025-08-26,2025-07-10,Out for Delivery,Singapore WH,CUST-10358,ORD-40885
LOG-80554,Nova Firewall,2025-07-30,Cancelled,2025-06-24,2025-03-20,Pending,Berlin Hub,CUST-10816,ORD-42602
LOG-80555,StreamLine AP,2025-07-04,Shipped,2025-07-15,2025-02-20,Out for Delivery,London DC,CUST-10106,ORD-43450
LOG-80556,CloudHub Gateway,2025-08-27,Delivered,2025-07-06,2025-04-21,In Transit,Bangalore WH,CUST-10441,ORD-44091
LOG-80557,Nova Firewall,2025-04-30,Shipped,2025-06-18,2025-03-11,Pending,Bangalore WH,CUST-10130,ORD-43897
LOG-80558,SmartEdge Router,2025-06-30,In Progress,2025-01-13,2025-08-07,In Transit,Berlin Hub,CUST-10177,ORD-42384
LOG-80559,SmartEdge Router,2025-02-27,Shipped,2025-04-15,2025-04-11,Delivered,Singapore WH,CUST-10865,ORD-44547
LOG-80560,StreamLine AP,2025-01-28,Cancelled,2025-07-13,2025-04-16,Out for Delivery,New York DC,CUST-10794,ORD-41298
LOG-80561,VisionX Switch,2025-02-27,Shipped,2025-08-28,2025-06-30,Delivered,Singapore WH,CUST-10566,ORD-40736
LOG-80562,Nova Firewall,2025-06-02,In Progress,2025-03-24,2025-06-23,Out for Delivery,London DC,CUST-10691,ORD-41646
LOG-80563,CloudHub Gateway,2025-08-27,Delivered,2025-03-08,2025-07-04,Out for Delivery,Bangalore WH,CUST-10699,ORD-40945
LOG-80564,StreamLine AP,2025-08-12,Delivered,2025-08-17,2025-06-22,Pending,Bangalore WH,CUST-10489,ORD-43558
LOG-80565,VisionX Switch,2025-08-21,Shipped,2025-07-01,2025-01-13,Pending,New York DC,CUST-10677,ORD-43715
LOG-80566,CloudHub Gateway,2025-03-19,Cancelled,2025-01-02,2025-01-25,Returned,Berlin Hub,CUST-10289,ORD-42056
LOG-80567,CloudHub Gateway,2025-08-07,In Progress,2025-05-16,2025-08-19,Out for Delivery,Singapore WH,CUST-10916,ORD-40199
LOG-80568,Nova Firewall,2025-07-23,Delivered,2025-01-21,2025-04-03,In Transit,Singapore WH,CUST-10533,ORD-40879
LOG-80569,SmartEdge Router,2025-07-09,Confirmed,2025-01-11,2025-01-07,In Transit,London DC,CUST-10118,ORD-43042
LOG-80570,CloudHub Gateway,2025-07-08,Cancelled,2025-08-23,2025-01-01,Pending,Berlin Hub,CUST-10623,ORD-44329
LOG-80571,SmartEdge Router,2025-08-05,Confirmed,2025-05-28,2025-01-22,Pending,Berlin Hub,CUST-10840,ORD-41653
LOG-80572,SmartEdge Router,2025-04-01,Shipped,2025-04-14,2025-06-18,Delivered,Berlin Hub,CUST-10875,ORD-41564
LOG-80573,VisionX Switch,2025-01-18,Delivered,2025-08-02,2025-03-17,In Transit,New York DC,CUST-10164,ORD-42397
LOG-80574,SmartEdge Router,2025-06-28,Cancelled,2025-04-26,2025-02-10,Returned,Singapore WH,CUST-10369,ORD-41606
LOG-80575,Nova Firewall,2025-03-23,In Progress,2025-08-01,2025-03-17,Out for Delivery,Bangalore WH,CUST-10635,ORD-40940
LOG-80576,Nova Firewall,2025-07-29,Delivered,2025-01-02,2025-04-20,Returned,Singapore WH,CUST-10565,ORD-43707
LOG-80577,VisionX Switch,2025-05-12,Shipped,2025-06-07,2025-03-30,Pending,Singapore WH,CUST-10933,ORD-42336
LOG-80578,SmartEdge Router,2025-01-28,Delivered,2025-05-17,2025-07-21,In Transit,Berlin Hub,CUST-10845,ORD-40030
LOG-80579,StreamLine AP,2025-07-31,Confirmed,2025-05-09,2025-02-23,Pending,New York DC,CUST-10592,ORD-43592
LOG-80580,VisionX Switch,2025-04-22,In Progress,2025-08-05,2025-03-02,Delivered,Bangalore WH,CUST-10874,ORD-43826
LOG-80581,StreamLine AP,2025-07-08,In Progress,2025-04-03,2025-08-13,Delivered,Berlin Hub,CUST-10733,ORD-44031
LOG-80582,SmartEdge Router,2025-07-13,In Progress,2025-04-25,2025-06-05,Returned,Berlin Hub,CUST-10917,ORD-41054
LOG-80583,Nova Firewall,2025-01-13,Confirmed,2025-03-18,2025-01-20,Returned,New York DC,CUST-10591,ORD-42095
LOG-80584,StreamLine AP,2025-06-16,Delivered,2025-05-20,2025-08-14,In Transit,Berlin Hub,CUST-10048,ORD-40462
LOG-80585,VisionX Switch,2025-07-11,Delivered,2025-01-06,2025-04-12,In Transit,Berlin Hub,CUST-10691,ORD-41149
LOG-80586,CloudHub Gateway,2025-07-21,Delivered,2025-02-05,2025-02-26,Returned,Berlin Hub,CUST-10653,ORD-44163
LOG-80587,CloudHub Gateway,2025-04-14,In Progress,2025-07-08,2025-04-07,Pending,New York DC,CUST-10925,ORD-40995
LOG-80588,Nova Firewall,2025-07-29,Confirmed,2025-04-30,2025-03-08,In Transit,Bangalore WH,CUST-10520,ORD-44202
LOG-80589,CloudHub Gateway,2025-01-06,Confirmed,2025-04-17,2025-02-15,Out for Delivery,Singapore WH,CUST-10125,ORD-43360
LOG-80590,VisionX Switch,2025-03-12,Shipped,2025-04-06,2025-01-09,In Transit,Singapore WH,CUST-10691,ORD-43752
LOG-80591,CloudHub Gateway,2025-04-09,Cancelled,2025-08-07,2025-07-04,Pending,London DC,CUST-10722,ORD-40201
LOG-80592,CloudHub Gateway,2025-02-03,In Progress,2025-07-29,2025-07-29,Delivered,Berlin Hub,CUST-10606,ORD-43892
LOG-80593,Nova Firewall,2025-01-13,Cancelled,2025-07-10,2025-05-27,In Transit,Bangalore WH,CUST-10315,ORD-41916
LOG-80594,StreamLine AP,2025-03-26,In Progress,2025-08-20,2025-06-03,In Transit,Bangalore WH,CUST-10130,ORD-43753
LOG-80595,SmartEdge Router,2025-05-27,Cancelled,2025-04-26,2025-06-30,Pending,Berlin Hub,CUST-10258,ORD-44774
LOG-80596,CloudHub Gateway,2025-01-18,Cancelled,2025-08-08,2025-01-05,Pending,London DC,CUST-10541,ORD-44677
LOG-80597,CloudHub Gateway,2025-07-22,Shipped,2025-03-28,2025-03-22,Returned,Singapore WH,CUST-10925,ORD-43525
LOG-80598,CloudHub Gateway,2025-02-14,Cancelled,2025-02-07,2025-06-13,Pending,New York DC,CUST-10529,ORD-41430
LOG-80599,StreamLine AP,2025-05-18,Cancelled,2025-04-25,2025-06-06,Returned,Singapore WH,CUST-10919,ORD-43551
LOG-80600,VisionX Switch,2025-05-17,Confirmed,2025-01-21,2025-05-25,Returned,London DC,CUST-10092,ORD-41627
LOG-80601,Nova Firewall,2025-03-09,Shipped,2025-07-31,2025-07-27,Out for Delivery,Bangalore WH,CUST-10355,ORD-44307
LOG-80602,SmartEdge Router,2025-06-02,Cancelled,2025-07-19,2025-04-24,Out for Delivery,London DC,CUST-10583,ORD-43147
LOG-80603,VisionX Switch,2025-04-08,Delivered,2025-08-25,2025-01-15,Delivered,London DC,CUST-10218,ORD-43468
LOG-80604,VisionX Switch,2025-01-30,Shipped,2025-06-23,2025-06-27,Returned,London DC,CUST-10049,ORD-42181
LOG-80605,StreamLine AP,2025-03-27,Cancelled,2025-02-13,2025-07-22,Out for Delivery,London DC,CUST-10450,ORD-41947
LOG-80606,CloudHub Gateway,2025-07-15,In Progress,2025-07-14,2025-04-21,Returned,Singapore WH,CUST-10999,ORD-44392
LOG-80607,StreamLine AP,2025-04-09,Cancelled,2025-07-10,2025-04-21,Returned,London DC,CUST-10845,ORD-42923
LOG-80608,SmartEdge Router,2025-03-24,Shipped,2025-03-01,2025-05-26,Returned,New York DC,CUST-10233,ORD-43453
LOG-80609,VisionX Switch,2025-03-04,Delivered,2025-02-27,2025-07-06,Delivered,Singapore WH,CUST-10601,ORD-42711
LOG-80610,SmartEdge Router,2025-06-07,Delivered,2025-07-04,2025-08-19,Delivered,New York DC,CUST-10487,ORD-41089
LOG-80611,StreamLine AP,2025-06-05,Cancelled,2025-04-02,2025-08-10,Pending,Singapore WH,CUST-10580,ORD-42557
LOG-80612,Nova Firewall,2025-05-18,Cancelled,2025-03-09,2025-07-24,Returned,New York DC,CUST-10263,ORD-44454
LOG-80613,Nova Firewall,2025-02-12,In Progress,2025-06-13,2025-08-06,Returned,New York DC,CUST-10500,ORD-40209
LOG-80614,StreamLine AP,2025-04-27,Confirmed,2025-02-07,2025-07-04,In Transit,Singapore WH,CUST-10944,ORD-43005
LOG-80615,Nova Firewall,2025-07-01,Cancelled,2025-01-28,2025-05-10,Delivered,Bangalore WH,CUST-10715,ORD-44494
LOG-80616,VisionX Switch,2025-07-06,Delivered,2025-03-18,2025-02-20,Out for Delivery,Singapore WH,CUST-10595,ORD-42892
LOG-80617,StreamLine AP,2025-08-06,Cancelled,2025-06-11,2025-06-17,Returned,Bangalore WH,CUST-10457,ORD-42121
