Order ID,Customer Name,Order Date,Order Status,Order Value ($),Order Qty,Product Name,Product Desc,Product Family,Ship to Country,Bill to Country,Party ID,Product ID
ORD-44828,Barrera-Moody,2024-11-24,In Progress,18088,37,DataSphere,Wi‑Fi 6 access point,Networking,Germany,Australia,CUST-10081,PROD-11951
ORD-40253,Browning-Brooks,2024-10-20,Returned,24461,7,CoreAnalytics,48-port managed switch,Analytics,UK,Australia,CUST-10710,PROD-11530
ORD-43246,Gonzalez LLC,2025-03-05,Returned,17728,23,NetConnect,Next-gen firewall,Cloud Infra,USA,Brazil,CUST-10630,PROD-11956
ORD-40351,Barker PLC,2025-01-16,In Progress,6031,34,CloudEdge,Next-gen firewall,Analytics,Singapore,Germany,CUST-10221,PROD-11943
ORD-41188,"Baxter, Thomas and Cordova",2025-01-10,Returned,20354,27,CoreAnalytics,Wi‑Fi 6 access point,Wireless,Australia,UAE,CUST-10066,PROD-11964
ORD-41962,Sanchez and Sons,2025-04-16,In Progress,21940,34,CloudEdge,High-speed enterprise router,Wireless,Brazil,Germany,CUST-10027,PROD-11570
ORD-40423,English Group,2024-11-15,Shipped,6066,9,CloudEdge,48-port managed switch,Analytics,Germany,Singapore,CUST-10999,PROD-11862
ORD-40091,Huff-Smith,2024-11-09,Cancelled,18124,35,CoreAnalytics,48-port managed switch,Networking,Singapore,UAE,CUST-10381,PROD-11122
ORD-43730,Vega Ltd,2024-09-03,Delivered,21993,11,CloudEdge,Wi‑Fi 6 access point,Storage,India,UK,CUST-10853,PROD-11439
ORD-42237,Miller Ltd,2025-03-04,Shipped,19796,43,DataSphere,Hybrid cloud gateway,Analytics,Brazil,Australia,CUST-10989,PROD-11942
ORD-40671,Green Inc,2024-09-11,Shipped,3406,8,NetConnect,Wi‑Fi 6 access point,Cloud Infra,Australia,UAE,CUST-10640,PROD-11195
ORD-43041,"Yoder, Bowen and Thompson",2025-03-22,Delivered,3583,34,Insight360,AI-powered analytics core,Networking,Australia,Brazil,CUST-10956,PROD-11646
ORD-40027,Moore Group,2025-06-22,In Progress,17811,49,NetConnect,Next-gen firewall,Wireless,Germany,UAE,CUST-10039,PROD-11774
ORD-40430,"Lee, Taylor and Roman",2024-09-22,Returned,3495,5,CoreAnalytics,High-speed enterprise router,Analytics,UK,India,CUST-10758,PROD-11290
ORD-40684,Castro-Williams,2024-09-28,In Progress,15351,27,Insight360,Wi‑Fi 6 access point,Wireless,Singapore,Singapore,CUST-10777,PROD-11072
ORD-44464,Baker Inc,2025-06-11,Cancelled,2840,11,Insight360,High-speed enterprise router,Cloud Infra,UK,UAE,CUST-10662,PROD-12000
ORD-43946,"Miranda, Martin and Erickson",2024-11-10,Delivered,19657,45,CoreAnalytics,AI-powered analytics core,Security,India,Singapore,CUST-10358,PROD-11321
ORD-43524,Byrd Inc,2024-12-22,Returned,4552,32,Insight360,Hybrid cloud gateway,Security,Brazil,Germany,CUST-10642,PROD-11607
ORD-41542,Reynolds-Woods,2025-05-26,Delivered,6384,45,Insight360,48-port managed switch,Networking,Brazil,UAE,CUST-10871,PROD-11366
ORD-42032,"Scott, Perez and Cohen",2025-01-29,Returned,7043,49,DataSphere,48-port managed switch,Cloud Infra,Germany,UK,CUST-10559,PROD-11486
ORD-42233,"Green, Hudson and Lara",2025-06-12,Cancelled,17606,47,NetConnect,High-speed enterprise router,AI Solutions,UK,Singapore,CUST-10831,PROD-11165
ORD-44121,Wilson-Maxwell,2025-01-22,Cancelled,11625,45,Insight360,Hybrid cloud gateway,Wireless,UK,India,CUST-10916,PROD-11594
ORD-43236,Fleming-Lee,2024-09-07,Returned,15212,17,Insight360,High-speed enterprise router,Analytics,Germany,Germany,CUST-10659,PROD-11152
ORD-40255,Hensley Ltd,2025-06-13,Delivered,6718,38,CloudEdge,48-port managed switch,Storage,Germany,Australia,CUST-10769,PROD-11352
ORD-41030,Weaver PLC,2024-09-01,Cancelled,15801,37,CloudEdge,Wi‑Fi 6 access point,Security,Australia,USA,CUST-10528,PROD-11684
ORD-44393,Kemp Inc,2025-03-12,In Progress,2440,32,CoreAnalytics,Wi‑Fi 6 access point,Security,Germany,Brazil,CUST-10466,PROD-11411
ORD-43801,King-Buchanan,2025-08-05,Returned,10077,32,NetConnect,Next-gen firewall,AI Solutions,UAE,USA,CUST-10901,PROD-11579
ORD-44311,Sanders-Howard,2025-08-28,Returned,3215,11,CloudEdge,Hybrid cloud gateway,Storage,India,Brazil,CUST-10812,PROD-11887
ORD-42510,Barrera-Moody,2025-07-14,Returned,24087,43,DataSphere,Hybrid cloud gateway,Analytics,Australia,UAE,CUST-10213,PROD-11093
ORD-42293,Griffith Ltd,2025-03-02,Delivered,17970,8,DataSphere,Wi‑Fi 6 access point,Analytics,USA,Brazil,CUST-10517,PROD-11034
ORD-41324,"Campbell, Bennett and Carrillo",2024-11-13,Returned,14132,28,NetConnect,High-speed enterprise router,Storage,Brazil,Australia,CUST-10620,PROD-11308
ORD-41551,Hernandez Inc,2025-04-19,Shipped,8911,24,CloudEdge,48-port managed switch,Wireless,Singapore,UAE,CUST-10991,PROD-11632
ORD-44648,"Bartlett, Ross and Reynolds",2025-04-22,In Progress,22951,26,Insight360,48-port managed switch,Wireless,Germany,Australia,CUST-10418,PROD-11347
ORD-40316,Fox Group,2025-03-11,In Progress,5135,21,NetConnect,48-port managed switch,Cloud Infra,USA,India,CUST-10564,PROD-11765
ORD-41243,Ramos-Hernandez,2024-12-15,Shipped,3093,22,CoreAnalytics,High-speed enterprise router,Security,Brazil,UK,CUST-10700,PROD-11770
ORD-42451,Thompson Ltd,2025-02-07,Returned,22638,16,Insight360,High-speed enterprise router,Cloud Infra,Singapore,India,CUST-10727,PROD-11940
ORD-41579,Fox Group,2025-02-13,Cancelled,3011,19,NetConnect,48-port managed switch,Security,Singapore,Australia,CUST-10100,PROD-11926
ORD-44626,Park PLC,2025-05-13,Cancelled,18965,18,CoreAnalytics,Wi‑Fi 6 access point,AI Solutions,Australia,Australia,CUST-10973,PROD-11046
ORD-43117,"Keller, Nielsen and Martin",2025-05-01,Returned,22140,35,DataSphere,Next-gen firewall,Networking,UAE,UK,CUST-10331,PROD-11552
ORD-40070,Daugherty-Pruitt,2025-01-20,Cancelled,19180,8,NetConnect,Next-gen firewall,Storage,India,India,CUST-10888,PROD-11173
ORD-40860,Simpson Group,2025-03-08,In Progress,23747,41,Insight360,AI-powered analytics core,Wireless,UK,Brazil,CUST-10712,PROD-11322
ORD-42754,Young Ltd,2025-08-17,In Progress,4379,5,CoreAnalytics,Hybrid cloud gateway,Storage,Australia,Brazil,CUST-10780,PROD-11085
ORD-41633,"Gilmore, Johnson and Walker",2024-09-06,Shipped,23520,45,CoreAnalytics,48-port managed switch,Storage,India,UK,CUST-10502,PROD-11996
ORD-41651,Johns Group,2025-04-10,Delivered,13607,40,CoreAnalytics,48-port managed switch,AI Solutions,Brazil,Australia,CUST-10639,PROD-11783
ORD-43861,Bailey LLC,2024-10-12,Returned,18612,39,Insight360,48-port managed switch,Security,Germany,Australia,CUST-10873,PROD-11626
ORD-43107,"Jensen, Klein and Carter",2025-03-14,Shipped,1466,9,DataSphere,48-port managed switch,AI Solutions,USA,Germany,CUST-10690,PROD-11311
ORD-41075,Jimenez-Gaines,2025-06-14,Cancelled,10506,28,DataSphere,Hybrid cloud gateway,Security,Germany,India,CUST-10239,PROD-11751
ORD-44002,Osborne-Clements,2025-05-12,Delivered,11563,23,DataSphere,High-speed enterprise router,Security,UK,Germany,CUST-10867,PROD-11313
ORD-40788,"Thomas, Arnold and Morris",2025-07-04,Cancelled,15150,14,DataSphere,48-port managed switch,Wireless,Singapore,USA,CUST-10205,PROD-11287
ORD-42606,"Cruz, Sullivan and Howard",2025-04-30,Delivered,9149,15,Insight360,AI-powered analytics core,AI Solutions,Germany,Singapore,CUST-10862,PROD-11844
ORD-43631,"Campbell, Brown and Odonnell",2025-06-03,Returned,21256,33,DataSphere,48-port managed switch,Networking,USA,USA,CUST-10492,PROD-11566
ORD-42122,Porter-Martin,2025-06-14,Delivered,10820,23,CloudEdge,48-port managed switch,Analytics,Brazil,Brazil,CUST-10203,PROD-11136
ORD-41875,Norris-Riley,2024-10-09,Cancelled,21349,11,Insight360,Wi‑Fi 6 access point,Security,USA,India,CUST-10616,PROD-11498
ORD-40812,Garcia Group,2025-05-27,Shipped,16715,6,CloudEdge,High-speed enterprise router,Storage,India,Singapore,CUST-10659,PROD-11845
ORD-40388,Silva PLC,2025-01-19,Returned,19307,22,Insight360,Next-gen firewall,Cloud Infra,Brazil,Germany,CUST-10240,PROD-11781
ORD-42883,Boyle-Mack,2025-03-13,Shipped,15086,16,Insight360,48-port managed switch,AI Solutions,Brazil,Brazil,CUST-10543,PROD-11108
ORD-41176,"Herrera, Morton and Bell",2025-01-05,Cancelled,3803,45,CoreAnalytics,48-port managed switch,Wireless,UAE,UK,CUST-10460,PROD-11793
ORD-43198,Morris PLC,2025-08-28,In Progress,22280,18,NetConnect,High-speed enterprise router,AI Solutions,Brazil,USA,CUST-10774,PROD-11716
ORD-42624,Mckenzie-Schroeder,2025-01-29,Cancelled,12028,34,Insight360,48-port managed switch,AI Solutions,UAE,Singapore,CUST-10271,PROD-11955
ORD-41352,"Franklin, Rodriguez and Harris",2024-10-31,In Progress,17923,39,Insight360,Hybrid cloud gateway,Security,Brazil,UK,CUST-10755,PROD-11322
ORD-40411,James Group,2024-10-17,Delivered,13067,30,NetConnect,Hybrid cloud gateway,Cloud Infra,UAE,UAE,CUST-10591,PROD-11433
ORD-44213,Johnson-Bradshaw,2025-05-16,Shipped,19681,38,Insight360,Wi‑Fi 6 access point,Cloud Infra,Germany,Australia,CUST-10249,PROD-11628
ORD-40110,Gibson Group,2025-03-07,Delivered,23824,50,CloudEdge,High-speed enterprise router,Analytics,USA,Australia,CUST-10243,PROD-11095
ORD-44996,Nguyen PLC,2024-11-12,Cancelled,20863,50,Insight360,Next-gen firewall,Storage,Germany,Singapore,CUST-10856,PROD-11594
ORD-43430,"Leblanc, Thompson and Sullivan",2025-04-11,Shipped,10006,49,CoreAnalytics,Next-gen firewall,Analytics,USA,Singapore,CUST-10028,PROD-11551
ORD-42810,Shelton-Smith,2025-01-24,In Progress,8386,17,CloudEdge,Hybrid cloud gateway,Analytics,Brazil,India,CUST-10557,PROD-11786
ORD-42595,"Ryan, Murphy and Williamson",2024-10-18,In Progress,12575,32,DataSphere,Next-gen firewall,Analytics,India,Brazil,CUST-10301,PROD-11706
ORD-42837,"Ramirez, Gates and Stephenson",2025-01-23,Returned,2862,19,CloudEdge,48-port managed switch,Wireless,Brazil,Brazil,CUST-10646,PROD-11828
ORD-42373,Pearson Inc,2024-12-14,Cancelled,16170,30,CoreAnalytics,Hybrid cloud gateway,Cloud Infra,UAE,UAE,CUST-10491,PROD-11005
ORD-41236,Johnson and Sons,2025-01-15,Returned,24078,36,CoreAnalytics,Wi‑Fi 6 access point,AI Solutions,Australia,Singapore,CUST-10958,PROD-11616
ORD-42147,Green-Erickson,2025-04-07,Returned,13676,40,Insight360,AI-powered analytics core,Storage,Singapore,India,CUST-10047,PROD-11664
ORD-44976,"Stephens, Smith and Ballard",2025-01-09,In Progress,9636,43,Insight360,Wi‑Fi 6 access point,AI Solutions,UK,Germany,CUST-10905,PROD-11829
ORD-40600,Glover Group,2025-04-23,Returned,19856,45,NetConnect,Hybrid cloud gateway,Security,Singapore,Australia,CUST-10585,PROD-11858
ORD-41435,"Aguilar, Love and Graham",2025-03-21,Returned,13251,6,Insight360,Next-gen firewall,Networking,Brazil,India,CUST-10949,PROD-11153
ORD-44997,Shelton-Smith,2024-11-12,In Progress,5793,25,CloudEdge,Next-gen firewall,Cloud Infra,UK,Singapore,CUST-10338,PROD-11905
ORD-40539,Gallegos-Kennedy,2025-03-27,Returned,12779,2,DataSphere,Hybrid cloud gateway,Analytics,Germany,Brazil,CUST-10749,PROD-11901
ORD-40722,Phillips Group,2024-10-02,Cancelled,23449,8,CloudEdge,AI-powered analytics core,Wireless,Germany,India,CUST-10501,PROD-11183
ORD-44411,Choi Ltd,2025-02-23,Cancelled,7837,41,NetConnect,AI-powered analytics core,Wireless,Australia,Australia,CUST-10392,PROD-11043
ORD-41873,Reyes-Gordon,2025-06-27,In Progress,14092,27,NetConnect,Hybrid cloud gateway,AI Solutions,Australia,Germany,CUST-10428,PROD-11815
ORD-42846,Porter-Johnson,2024-11-23,Shipped,1868,29,CoreAnalytics,High-speed enterprise router,Cloud Infra,Brazil,UAE,CUST-10318,PROD-11783
ORD-42054,White-Strong,2025-03-30,Delivered,24070,37,Insight360,AI-powered analytics core,Security,Singapore,India,CUST-10246,PROD-11820
ORD-42908,"Contreras, Williams and Valdez",2025-05-20,Returned,20411,26,Insight360,Next-gen firewall,AI Solutions,Singapore,UK,CUST-10128,PROD-11354
ORD-42255,Hall-Anderson,2025-01-14,Returned,20960,46,CoreAnalytics,Hybrid cloud gateway,AI Solutions,Germany,Germany,CUST-10596,PROD-11402
ORD-43913,Rodgers LLC,2025-05-02,Returned,13387,17,CloudEdge,High-speed enterprise router,Networking,Australia,Germany,CUST-10421,PROD-11789
ORD-40178,Martinez LLC,2024-11-07,Delivered,4651,11,CoreAnalytics,High-speed enterprise router,AI Solutions,UK,UAE,CUST-10505,PROD-11672
ORD-42891,Williams LLC,2025-01-23,Shipped,7604,29,NetConnect,48-port managed switch,Analytics,UK,UK,CUST-10738,PROD-11597
ORD-43674,"Solis, Garcia and Smith",2025-07-29,Shipped,1309,1,CloudEdge,Wi‑Fi 6 access point,AI Solutions,Brazil,Brazil,CUST-10920,PROD-11794
ORD-40081,Dunn-Anderson,2025-02-21,Delivered,17371,6,NetConnect,Wi‑Fi 6 access point,Analytics,Germany,Singapore,CUST-10454,PROD-11863
ORD-42562,Mcintosh Inc,2024-12-23,Delivered,15785,36,NetConnect,Hybrid cloud gateway,Storage,India,UAE,CUST-10569,PROD-11666
ORD-41724,Chavez-Lopez,2025-06-21,In Progress,14074,32,CoreAnalytics,48-port managed switch,Wireless,UK,Brazil,CUST-10812,PROD-11134
ORD-41618,Rogers-Cervantes,2025-05-21,Shipped,18390,49,DataSphere,High-speed enterprise router,AI Solutions,India,UAE,CUST-10623,PROD-11660
ORD-41655,Hernandez Ltd,2024-11-29,Shipped,22224,42,CoreAnalytics,Hybrid cloud gateway,Security,Australia,UK,CUST-10309,PROD-11122
ORD-42329,Snyder-Chang,2025-02-02,Delivered,14970,24,Insight360,Wi‑Fi 6 access point,Analytics,India,Australia,CUST-10937,PROD-11844
ORD-44614,Johnson-Fitzgerald,2025-05-22,Shipped,24606,45,CoreAnalytics,Hybrid cloud gateway,Security,Australia,UK,CUST-10689,PROD-11586
ORD-40222,"Anderson, Herrera and Welch",2025-07-14,In Progress,3570,23,CloudEdge,48-port managed switch,Wireless,Brazil,Singapore,CUST-10054,PROD-11012
ORD-40094,Nelson LLC,2025-08-07,Returned,18168,5,DataSphere,High-speed enterprise router,Cloud Infra,USA,Australia,CUST-10490,PROD-11738
ORD-42610,Gray-Davis,2024-12-01,Shipped,16429,4,DataSphere,48-port managed switch,Wireless,India,UAE,CUST-10439,PROD-11817
ORD-43383,"Evans, Olson and Allen",2025-01-31,Delivered,15858,14,NetConnect,Hybrid cloud gateway,Security,UK,India,CUST-10539,PROD-11475
ORD-44416,Dunlap Ltd,2025-06-29,Returned,17046,22,CloudEdge,48-port managed switch,Storage,Singapore,Australia,CUST-10078,PROD-11800
ORD-41398,Brennan-Hill,2025-06-21,Shipped,5638,28,CloudEdge,48-port managed switch,Security,India,UK,CUST-10536,PROD-11059
ORD-44687,Smith Group,2025-01-20,Delivered,7957,20,NetConnect,AI-powered analytics core,Wireless,UAE,Australia,CUST-10579,PROD-11332
ORD-41293,Odom Inc,2025-07-29,Cancelled,15947,9,CoreAnalytics,High-speed enterprise router,Networking,Brazil,Germany,CUST-10626,PROD-11661
ORD-42165,Castro-Williams,2024-12-29,In Progress,20709,41,CloudEdge,Hybrid cloud gateway,Storage,UK,UAE,CUST-10683,PROD-11722
ORD-42940,"Robinson, Shaw and Acosta",2024-10-16,In Progress,5670,15,NetConnect,AI-powered analytics core,Cloud Infra,Germany,UAE,CUST-10064,PROD-11401
ORD-43669,"Reid, Hamilton and Evans",2025-05-29,Returned,2662,33,DataSphere,48-port managed switch,Networking,Singapore,Australia,CUST-10199,PROD-11606
ORD-40813,Davis Ltd,2025-08-07,Shipped,11040,46,NetConnect,48-port managed switch,Storage,Germany,Singapore,CUST-10101,PROD-11765
ORD-41259,"Rodriguez, Hill and Hopkins",2024-09-18,In Progress,1351,17,Insight360,AI-powered analytics core,Cloud Infra,Germany,USA,CUST-10480,PROD-11153
ORD-40890,Odonnell-Hill,2025-03-13,Shipped,15496,28,NetConnect,Wi‑Fi 6 access point,Cloud Infra,India,Australia,CUST-10628,PROD-11139
ORD-41452,"Baldwin, Brown and Walters",2025-04-13,Delivered,7549,11,CoreAnalytics,48-port managed switch,Analytics,Singapore,UK,CUST-10309,PROD-11655
ORD-43317,Wright Ltd,2025-07-17,In Progress,12335,29,DataSphere,Next-gen firewall,Networking,Brazil,Germany,CUST-10130,PROD-11817
ORD-42560,Williamson and Sons,2025-03-29,Cancelled,1486,50,NetConnect,High-speed enterprise router,Wireless,Germany,Australia,CUST-10115,PROD-11658
ORD-43575,Mcdonald-Fernandez,2024-10-17,Returned,13590,16,DataSphere,Hybrid cloud gateway,Cloud Infra,India,Singapore,CUST-10573,PROD-11636
ORD-42681,Perez LLC,2025-08-29,Delivered,20098,2,CloudEdge,AI-powered analytics core,Wireless,India,India,CUST-10923,PROD-11031
ORD-44652,Anderson Inc,2024-10-08,Shipped,16346,25,CloudEdge,Next-gen firewall,Security,Brazil,India,CUST-10514,PROD-11042
ORD-44812,Bryant Group,2025-06-24,Shipped,1127,40,CoreAnalytics,Wi‑Fi 6 access point,Cloud Infra,Brazil,India,CUST-10421,PROD-11783
ORD-44680,Santiago-Dominguez,2025-06-13,Returned,18480,32,CloudEdge,48-port managed switch,Storage,India,UAE,CUST-10467,PROD-11850
ORD-42965,"Turner, Butler and Morgan",2025-05-14,Shipped,22062,25,NetConnect,Next-gen firewall,Storage,UK,UK,CUST-10415,PROD-11963
ORD-42673,"Ortiz, Perkins and May",2024-10-21,Delivered,4926,39,CoreAnalytics,Wi‑Fi 6 access point,Analytics,Germany,Australia,CUST-10071,PROD-11245
ORD-40562,Walker and Sons,2025-07-06,Delivered,11416,24,CloudEdge,High-speed enterprise router,Analytics,Singapore,Australia,CUST-10854,PROD-11136
ORD-42779,"Le, Murray and Reid",2024-10-13,Returned,17035,2,CoreAnalytics,Hybrid cloud gateway,Cloud Infra,USA,India,CUST-10304,PROD-11328
ORD-42949,Hampton and Sons,2025-02-01,Shipped,23697,12,CloudEdge,48-port managed switch,AI Solutions,Germany,Brazil,CUST-10272,PROD-11525
ORD-42818,"Williams, White and Boyd",2025-07-12,Delivered,9895,25,NetConnect,Wi‑Fi 6 access point,AI Solutions,UAE,UAE,CUST-10623,PROD-11302
ORD-42759,"Gonzalez, Matthews and Hunter",2025-03-09,Returned,5752,15,DataSphere,Wi‑Fi 6 access point,Storage,Australia,Australia,CUST-10113,PROD-11851
ORD-41757,Taylor PLC,2025-03-23,Returned,11872,16,CloudEdge,Wi‑Fi 6 access point,Networking,USA,Singapore,CUST-10971,PROD-11497
ORD-40725,Powell Inc,2025-03-09,Shipped,7532,20,NetConnect,Hybrid cloud gateway,Storage,USA,Singapore,CUST-10779,PROD-11214
ORD-40220,"Fox, Johns and Deleon",2024-12-17,Delivered,15622,26,Insight360,AI-powered analytics core,Cloud Infra,Singapore,Singapore,CUST-10726,PROD-11234
ORD-44140,Roberts-Chase,2025-05-08,Shipped,16890,35,CoreAnalytics,AI-powered analytics core,Storage,UAE,Singapore,CUST-10866,PROD-11562
ORD-43958,Benson-Phillips,2024-12-08,In Progress,14690,26,CloudEdge,High-speed enterprise router,AI Solutions,Brazil,UAE,CUST-10109,PROD-11443
ORD-41589,Frank-Hodge,2024-10-16,In Progress,3665,19,DataSphere,Hybrid cloud gateway,Cloud Infra,Singapore,Singapore,CUST-10032,PROD-11097
ORD-43348,Porter-Martin,2025-07-29,Cancelled,23176,15,NetConnect,Wi‑Fi 6 access point,Networking,Brazil,UAE,CUST-10074,PROD-11773
ORD-43971,"Hughes, Watts and Arnold",2024-09-11,In Progress,5597,48,Insight360,Hybrid cloud gateway,Networking,USA,UK,CUST-10773,PROD-11156
ORD-44708,Carter-Martin,2025-04-15,Cancelled,13983,34,CloudEdge,Next-gen firewall,Security,Australia,UK,CUST-10240,PROD-11599
ORD-40044,Rogers and Sons,2025-04-01,Returned,23789,8,DataSphere,AI-powered analytics core,Storage,Singapore,UK,CUST-10909,PROD-11034
ORD-43002,Smith and Sons,2024-09-27,Cancelled,12761,37,CloudEdge,High-speed enterprise router,Wireless,Germany,Brazil,CUST-10820,PROD-11574
ORD-40211,"Jackson, Krueger and Lee",2025-03-02,In Progress,3584,15,CoreAnalytics,AI-powered analytics core,Wireless,Singapore,UAE,CUST-10037,PROD-11768
ORD-40678,Shelton-Smith,2025-07-21,Shipped,2321,45,CoreAnalytics,Hybrid cloud gateway,Storage,USA,India,CUST-10364,PROD-11948
ORD-40355,"Wilkins, Odom and Harvey",2025-01-20,Shipped,23979,26,DataSphere,Hybrid cloud gateway,Analytics,Australia,Australia,CUST-10718,PROD-11182
ORD-41434,"Sanford, Williams and Hunt",2025-03-04,Cancelled,16745,9,NetConnect,Wi‑Fi 6 access point,Security,Brazil,UAE,CUST-10582,PROD-11772
ORD-40950,Williamson and Sons,2025-07-18,Cancelled,23960,39,DataSphere,48-port managed switch,Cloud Infra,Brazil,Australia,CUST-10717,PROD-11636
ORD-42844,"Lee, Taylor and Roman",2025-06-24,Delivered,6070,18,DataSphere,High-speed enterprise router,Storage,India,Brazil,CUST-10668,PROD-11244
ORD-40578,Baker LLC,2025-01-05,Cancelled,15161,46,Insight360,48-port managed switch,AI Solutions,Germany,India,CUST-10086,PROD-11264
ORD-43929,"Watson, Ford and Wagner",2025-08-25,Returned,14817,44,DataSphere,AI-powered analytics core,Security,UAE,Singapore,CUST-10460,PROD-11172
ORD-40545,"Medina, Lucas and Johnson",2025-01-10,Returned,11514,23,Insight360,Hybrid cloud gateway,Storage,Germany,USA,CUST-10191,PROD-11994
ORD-40368,Hensley Ltd,2025-07-01,Shipped,8446,42,DataSphere,Hybrid cloud gateway,Storage,Australia,Brazil,CUST-10237,PROD-11293
ORD-41613,Thomas-Graham,2024-12-01,Cancelled,14041,36,DataSphere,48-port managed switch,Wireless,Singapore,Australia,CUST-10092,PROD-11660
ORD-43551,Walker-Shea,2025-05-07,In Progress,18895,37,CoreAnalytics,High-speed enterprise router,AI Solutions,Germany,USA,CUST-10219,PROD-11159
ORD-43717,Clements-Maynard,2024-10-01,Shipped,5765,46,DataSphere,48-port managed switch,Networking,USA,Singapore,CUST-10924,PROD-11917
ORD-43780,"Jones, Holloway and Chan",2025-02-04,Delivered,3757,30,DataSphere,Wi‑Fi 6 access point,AI Solutions,India,Singapore,CUST-10837,PROD-11099
ORD-40136,Brown-Carroll,2025-08-26,Delivered,23011,21,CoreAnalytics,48-port managed switch,Wireless,Australia,Singapore,CUST-10881,PROD-11503
ORD-44481,Taylor PLC,2025-01-09,Returned,9595,34,DataSphere,Hybrid cloud gateway,Storage,Singapore,India,CUST-10333,PROD-11580
ORD-41438,Horton-Meyer,2025-02-26,Delivered,11551,27,NetConnect,Next-gen firewall,Wireless,UAE,USA,CUST-10605,PROD-11317
ORD-40048,Dominguez-Farrell,2025-04-08,Cancelled,8147,44,Insight360,Next-gen firewall,Analytics,UK,Germany,CUST-10093,PROD-11362
ORD-41361,Carr-Alvarado,2025-02-22,Returned,6037,18,Insight360,Hybrid cloud gateway,Cloud Infra,USA,UK,CUST-10106,PROD-11583
ORD-40735,Perez PLC,2024-10-30,In Progress,19172,25,CoreAnalytics,Wi‑Fi 6 access point,Cloud Infra,Singapore,Australia,CUST-10793,PROD-11039
ORD-41535,Wilson-Long,2025-04-23,In Progress,19175,9,NetConnect,Next-gen firewall,Wireless,Germany,Brazil,CUST-10005,PROD-11870
ORD-42005,"Garcia, Phillips and Robertson",2024-09-03,In Progress,24644,44,CloudEdge,High-speed enterprise router,AI Solutions,UK,Brazil,CUST-10982,PROD-11081
ORD-43796,"Gordon, Dyer and Tran",2024-09-04,Delivered,23936,10,CloudEdge,Next-gen firewall,AI Solutions,Brazil,Singapore,CUST-10218,PROD-11567
ORD-42520,"Thomas, Smith and Cook",2025-04-09,Delivered,24778,30,CloudEdge,Hybrid cloud gateway,Security,Australia,USA,CUST-10436,PROD-11897
ORD-41973,Miller Ltd,2024-09-11,Shipped,5425,14,NetConnect,48-port managed switch,AI Solutions,Brazil,USA,CUST-10315,PROD-11126
ORD-40997,Santiago-Dominguez,2024-11-28,Cancelled,9997,5,CoreAnalytics,AI-powered analytics core,Cloud Infra,UK,Brazil,CUST-10052,PROD-11912
ORD-40062,Davis-Lopez,2025-03-31,Cancelled,24855,31,DataSphere,48-port managed switch,Wireless,Brazil,USA,CUST-10798,PROD-11276
ORD-41109,Andrade-Moore,2024-09-12,Shipped,7775,9,CloudEdge,High-speed enterprise router,Analytics,UK,USA,CUST-10919,PROD-11739
ORD-42406,Davis-Tucker,2025-06-30,Delivered,22799,27,Insight360,Hybrid cloud gateway,Networking,UAE,Brazil,CUST-10096,PROD-11526
ORD-40096,Smith-Bentley,2025-01-02,Cancelled,14755,28,CoreAnalytics,Next-gen firewall,Analytics,India,UK,CUST-10517,PROD-11988
ORD-40479,Perkins-Powell,2024-11-27,In Progress,9930,47,DataSphere,Hybrid cloud gateway,AI Solutions,Germany,Australia,CUST-10910,PROD-11069
ORD-44360,"Lewis, Morse and Nielsen",2024-10-10,In Progress,1462,34,CoreAnalytics,Next-gen firewall,Analytics,USA,India,CUST-10498,PROD-11912
ORD-44113,Hall PLC,2024-10-04,Shipped,10914,5,DataSphere,48-port managed switch,Networking,USA,USA,CUST-10307,PROD-11143
ORD-43708,Lane-Garner,2024-10-10,Cancelled,9546,13,Insight360,Next-gen firewall,Analytics,Germany,Australia,CUST-10958,PROD-11187
ORD-41102,Grant-Lozano,2024-09-27,Cancelled,3558,7,CoreAnalytics,AI-powered analytics core,Security,UAE,UK,CUST-10161,PROD-11087
ORD-42747,Taylor Ltd,2024-10-18,Delivered,6689,47,CoreAnalytics,Next-gen firewall,Networking,India,UAE,CUST-10662,PROD-11988
ORD-42171,Moreno and Sons,2025-06-29,In Progress,15656,30,CloudEdge,Wi‑Fi 6 access point,AI Solutions,USA,UK,CUST-10264,PROD-11306
ORD-40323,"Santiago, Hall and Lara",2025-07-23,In Progress,20719,38,DataSphere,High-speed enterprise router,Wireless,Brazil,Australia,CUST-10720,PROD-11939
ORD-44255,"Lewis, Morse and Nielsen",2025-08-03,In Progress,8861,4,DataSphere,Hybrid cloud gateway,Wireless,Singapore,Australia,CUST-10599,PROD-11849
ORD-43143,Underwood Group,2025-01-23,In Progress,14114,12,NetConnect,Wi‑Fi 6 access point,Analytics,India,USA,CUST-10212,PROD-11061
ORD-43538,"Davis, Martin and Miller",2025-08-18,Cancelled,13103,49,DataSphere,AI-powered analytics core,Storage,Germany,Germany,CUST-10449,PROD-11492
ORD-44926,"Garcia, Phillips and Robertson",2025-05-22,Shipped,1566,41,CloudEdge,Next-gen firewall,Wireless,UAE,UK,CUST-10031,PROD-11949
ORD-42925,"White, Horton and Bender",2024-10-31,Cancelled,14773,11,CoreAnalytics,High-speed enterprise router,Networking,UAE,Australia,CUST-10415,PROD-11685
