ContentID,Title,Genre,Language,Duration,BroadcastRights,ReleaseDate,ContentRating,ContentType,RelatedEventID,Description
369,Exclusive Interview with the MVP #369,Fan Reactions,Avestan,65,National,2024-03-17T12:23:55,G,Live,47,An exclusive interview with the MVP of the season.
370,Countdown to Kickoff: Match Preview #370,Match Previews,Sichuan Yi,38,National,2023-05-05T05:30:18,R,Live,42,Get ready for the big match with an in-depth preview.
371,Legendary Players: A Look Back #371,Game Recaps,Sindhi,176,National,2023-05-23T19:03:24,PG-13,Live,20,A look back at the legendary players who changed the game.
372,Coach's Corner: Winning Strategies #372,Top Plays,Bambara,96,Local,2023-11-23T04:42:04,R,Live,29,Join the coach as he shares his winning strategies.
373,The Road to the Finals #373,Coaching Insights,Bihari languages,180,International,2022-12-23T02:36:13,G,Recorded,41,Follow the journey of teams as they fight their way to the finals.
374,Fan Frenzy: Live Reactions #374,Live Match,Basque,167,Local,2022-08-30T21:43:58,PG-13,Live,24,Experience the excitement of fans as they react to live game moments.
375,Championship Final: The Decider #375,Live Match,Tagalog,55,International,2023-12-10T15:12:03,R,Live,32,Watch the thrilling conclusion as the top teams battle for the championship.
376,Top 10 Moments of the Season #376,Sports Documentary,Cornish,168,National,2023-06-27T20:10:25,G,Recorded,6,Relive the top 10 moments that defined the season.
377,Player Spotlight: The Rise of a Star #377,Game Highlights,Luba-Katanga,107,Local,2023-03-18T13:08:55,G,Recorded,28,A deep dive into the career of the rising star in the sports world.
378,The Ultimate Game Recap #378,Player Interviews,Church Slavic,57,National,2024-01-25T01:44:55,G,Recorded,31,Catch up on the entire season with the ultimate game recap.
379,In-Depth Match Analysis #379,Sports Analysis,Icelandic,127,International,2023-08-14T18:46:13,PG-13,Recorded,3,Expert analysis breaking down every aspect of the match.
380,Exclusive Interview with the MVP #380,Fan Reactions,Sinhala,141,Local,2023-02-06T17:42:27,R,Live,2,An exclusive interview with the MVP of the season.
381,Countdown to Kickoff: Match Preview #381,Match Previews,Uzbek,32,Local,2023-05-10T23:48:38,PG,Recorded,8,Get ready for the big match with an in-depth preview.
382,Legendary Players: A Look Back #382,Game Recaps,Danish,114,International,2023-04-01T18:06:48,R,Live,41,A look back at the legendary players who changed the game.
383,Coach's Corner: Winning Strategies #383,Top Plays,Swahili,101,International,2022-09-24T16:13:48,PG-13,Live,22,Join the coach as he shares his winning strategies.
384,The Road to the Finals #384,Coaching Insights,Ganda,137,Local,2023-11-07T05:34:56,G,Live,49,Follow the journey of teams as they fight their way to the finals.
385,Fan Frenzy: Live Reactions #385,Live Match,Shona,64,National,2023-03-04T05:30:19,R,Live,36,Experience the excitement of fans as they react to live game moments.
386,Championship Final: The Decider #386,Live Match,Tibetan,58,National,2023-09-08T11:13:45,G,Live,32,Watch the thrilling conclusion as the top teams battle for the championship.
387,Top 10 Moments of the Season #387,Sports Documentary,Chuvash,173,National,2023-01-07T15:03:41,PG-13,Live,21,Relive the top 10 moments that defined the season.
388,Player Spotlight: The Rise of a Star #388,Game Highlights,Swedish,175,Local,2024-08-06T10:01:19,PG,Recorded,17,A deep dive into the career of the rising star in the sports world.
389,The Ultimate Game Recap #389,Player Interviews,Italian,107,National,2023-10-17T12:06:18,R,Recorded,47,Catch up on the entire season with the ultimate game recap.
390,In-Depth Match Analysis #390,Sports Analysis,Czech,76,Local,2023-01-09T20:28:49,PG,Live,8,Expert analysis breaking down every aspect of the match.
391,Exclusive Interview with the MVP #391,Fan Reactions,French,139,International,2024-03-13T05:37:44,G,Recorded,10,An exclusive interview with the MVP of the season.
392,Countdown to Kickoff: Match Preview #392,Match Previews,Telugu,78,International,2023-07-19T16:32:13,R,Live,46,Get ready for the big match with an in-depth preview.
393,Legendary Players: A Look Back #393,Game Recaps,Zhuang,66,International,2023-01-21T17:08:07,G,Recorded,13,A look back at the legendary players who changed the game.
394,Coach's Corner: Winning Strategies #394,Top Plays,Georgian,162,Local,2024-05-16T01:24:55,G,Live,34,Join the coach as he shares his winning strategies.
395,The Road to the Finals #395,Coaching Insights,Yiddish,141,International,2023-02-13T22:07:06,PG-13,Live,17,Follow the journey of teams as they fight their way to the finals.
396,Fan Frenzy: Live Reactions #396,Live Match,Romansh,55,International,2022-12-04T16:30:42,PG,Live,14,Experience the excitement of fans as they react to live game moments.
397,Championship Final: The Decider #397,Live Match,Walloon,93,Local,2024-03-02T10:36:00,PG-13,Live,35,Watch the thrilling conclusion as the top teams battle for the championship.
398,Top 10 Moments of the Season #398,Sports Documentary,Oriya,76,Local,2024-04-11T18:20:52,R,Recorded,6,Relive the top 10 moments that defined the season.
399,Player Spotlight: The Rise of a Star #399,Game Highlights,Chechen,104,National,2024-01-23T18:58:34,G,Recorded,29,A deep dive into the career of the rising star in the sports world.
400,The Ultimate Game Recap #400,Player Interviews,Komi,67,Local,2023-11-22T09:19:31,PG,Recorded,41,Catch up on the entire season with the ultimate game recap.
401,In-Depth Match Analysis #401,Sports Analysis,Irish,111,International,2023-05-04T02:15:34,G,Recorded,34,Expert analysis breaking down every aspect of the match.
402,Exclusive Interview with the MVP #402,Fan Reactions,Slovak,89,National,2024-04-06T18:42:56,R,Recorded,42,An exclusive interview with the MVP of the season.
403,Countdown to Kickoff: Match Preview #403,Match Previews,Tatar,156,International,2023-02-01T11:11:29,PG,Live,37,Get ready for the big match with an in-depth preview.
404,Legendary Players: A Look Back #404,Game Recaps,Zhuang,40,National,2024-03-18T02:50:50,PG,Recorded,10,A look back at the legendary players who changed the game.
405,Coach's Corner: Winning Strategies #405,Top Plays,North Ndebele,177,National,2023-04-17T04:35:31,PG-13,Recorded,37,Join the coach as he shares his winning strategies.
406,The Road to the Finals #406,Coaching Insights,Portuguese,152,Local,2024-03-28T02:01:04,R,Live,8,Follow the journey of teams as they fight their way to the finals.
407,Fan Frenzy: Live Reactions #407,Live Match,Interlingua,39,Local,2024-06-06T19:48:05,R,Live,5,Experience the excitement of fans as they react to live game moments.
408,Championship Final: The Decider #408,Live Match,Kikuyu,175,International,2023-02-01T22:11:17,PG,Live,38,Watch the thrilling conclusion as the top teams battle for the championship.
409,Top 10 Moments of the Season #409,Sports Documentary,Shona,167,Local,2023-02-06T01:28:42,G,Live,9,Relive the top 10 moments that defined the season.
410,Player Spotlight: The Rise of a Star #410,Game Highlights,English,47,International,2023-06-27T01:12:23,R,Live,47,A deep dive into the career of the rising star in the sports world.
411,The Ultimate Game Recap #411,Player Interviews,Aragonese,50,Local,2023-01-24T23:55:38,PG-13,Recorded,3,Catch up on the entire season with the ultimate game recap.
412,In-Depth Match Analysis #412,Sports Analysis,Tagalog,68,International,2024-04-07T18:54:57,PG-13,Recorded,37,Expert analysis breaking down every aspect of the match.
413,Exclusive Interview with the MVP #413,Fan Reactions,Czech,148,International,2023-11-25T21:04:09,PG-13,Live,2,An exclusive interview with the MVP of the season.
414,Countdown to Kickoff: Match Preview #414,Match Previews,Irish,42,National,2023-11-19T04:02:23,PG,Live,11,Get ready for the big match with an in-depth preview.
415,Legendary Players: A Look Back #415,Game Recaps,Kannada,155,International,2022-10-07T12:12:26,PG,Recorded,8,A look back at the legendary players who changed the game.
416,Coach's Corner: Winning Strategies #416,Top Plays,Bislama,148,International,2023-02-18T15:54:45,PG-13,Recorded,50,Join the coach as he shares his winning strategies.
417,The Road to the Finals #417,Coaching Insights,Chichewa,64,International,2023-05-04T19:39:02,PG,Recorded,18,Follow the journey of teams as they fight their way to the finals.
418,Fan Frenzy: Live Reactions #418,Live Match,Telugu,137,National,2022-08-21T22:07:51,PG-13,Live,37,Experience the excitement of fans as they react to live game moments.
419,Championship Final: The Decider #419,Live Match,Walloon,130,International,2023-04-07T09:18:44,R,Live,44,Watch the thrilling conclusion as the top teams battle for the championship.
420,Top 10 Moments of the Season #420,Sports Documentary,Romanian,97,Local,2023-10-17T02:42:03,PG,Live,38,Relive the top 10 moments that defined the season.
421,Player Spotlight: The Rise of a Star #421,Game Highlights,Kongo,45,National,2023-12-08T23:35:21,PG,Live,49,A deep dive into the career of the rising star in the sports world.
422,The Ultimate Game Recap #422,Player Interviews,Polish,139,International,2022-11-19T11:07:43,PG-13,Recorded,7,Catch up on the entire season with the ultimate game recap.
423,In-Depth Match Analysis #423,Sports Analysis,Manx,160,National,2023-06-27T00:31:41,PG-13,Live,20,Expert analysis breaking down every aspect of the match.
424,Exclusive Interview with the MVP #424,Fan Reactions,Kanuri,49,National,2024-04-19T05:05:40,G,Recorded,15,An exclusive interview with the MVP of the season.
425,Countdown to Kickoff: Match Preview #425,Match Previews,Aymara,33,Local,2023-12-11T02:56:05,G,Recorded,38,Get ready for the big match with an in-depth preview.
426,Legendary Players: A Look Back #426,Game Recaps,Chechen,68,International,2023-06-26T23:50:29,G,Recorded,15,A look back at the legendary players who changed the game.
427,Coach's Corner: Winning Strategies #427,Top Plays,Bihari languages,34,Local,2023-09-15T17:30:08,PG-13,Recorded,30,Join the coach as he shares his winning strategies.
428,The Road to the Finals #428,Coaching Insights,Faroese,119,Local,2023-05-05T07:09:55,PG-13,Live,49,Follow the journey of teams as they fight their way to the finals.
429,Fan Frenzy: Live Reactions #429,Live Match,Romanian,51,National,2023-07-18T14:08:13,PG-13,Live,11,Experience the excitement of fans as they react to live game moments.
430,Championship Final: The Decider #430,Live Match,Sanskrit,105,National,2023-09-19T19:47:50,G,Live,35,Watch the thrilling conclusion as the top teams battle for the championship.
431,Top 10 Moments of the Season #431,Sports Documentary,Wolof,143,Local,2022-10-14T08:52:02,G,Recorded,47,Relive the top 10 moments that defined the season.
432,Player Spotlight: The Rise of a Star #432,Game Highlights,Kannada,146,Local,2024-05-28T18:35:26,R,Live,14,A deep dive into the career of the rising star in the sports world.
433,The Ultimate Game Recap #433,Player Interviews,Uzbek,121,National,2023-12-31T01:04:08,PG,Recorded,28,Catch up on the entire season with the ultimate game recap.
434,In-Depth Match Analysis #434,Sports Analysis,Chinese,152,National,2023-06-06T01:04:41,G,Live,11,Expert analysis breaking down every aspect of the match.
435,Exclusive Interview with the MVP #435,Fan Reactions,Maltese,108,Local,2023-05-30T08:47:48,G,Recorded,48,An exclusive interview with the MVP of the season.
436,Countdown to Kickoff: Match Preview #436,Match Previews,Zulu,71,International,2023-03-26T15:25:27,R,Recorded,49,Get ready for the big match with an in-depth preview.
437,Legendary Players: A Look Back #437,Game Recaps,Chuvash,151,International,2022-10-23T01:56:51,R,Recorded,28,A look back at the legendary players who changed the game.
438,Coach's Corner: Winning Strategies #438,Top Plays,Somali,109,International,2023-05-25T19:14:47,PG,Live,39,Join the coach as he shares his winning strategies.
439,The Road to the Finals #439,Coaching Insights,Sindhi,47,International,2023-03-04T23:28:46,PG-13,Live,13,Follow the journey of teams as they fight their way to the finals.
440,Fan Frenzy: Live Reactions #440,Live Match,Xhosa,92,International,2023-08-21T02:16:52,PG-13,Live,16,Experience the excitement of fans as they react to live game moments.
441,Championship Final: The Decider #441,Live Match,Oromo,61,International,2023-09-22T21:48:47,G,Live,16,Watch the thrilling conclusion as the top teams battle for the championship.
442,Top 10 Moments of the Season #442,Sports Documentary,Akan,56,National,2022-10-23T03:30:38,G,Live,17,Relive the top 10 moments that defined the season.
443,Player Spotlight: The Rise of a Star #443,Game Highlights,Azerbaijani,98,National,2023-06-20T19:44:46,PG,Live,41,A deep dive into the career of the rising star in the sports world.
444,The Ultimate Game Recap #444,Player Interviews,Kongo,49,International,2024-07-25T10:36:02,PG-13,Recorded,34,Catch up on the entire season with the ultimate game recap.
445,In-Depth Match Analysis #445,Sports Analysis,Yoruba,34,International,2023-05-28T06:13:39,R,Recorded,8,Expert analysis breaking down every aspect of the match.
446,Exclusive Interview with the MVP #446,Fan Reactions,Malayalam,109,Local,2022-10-02T09:22:25,PG,Live,5,An exclusive interview with the MVP of the season.
447,Countdown to Kickoff: Match Preview #447,Match Previews,Armenian,102,Local,2022-10-01T10:31:39,PG,Live,49,Get ready for the big match with an in-depth preview.
448,Legendary Players: A Look Back #448,Game Recaps,Catalan,77,National,2023-11-04T00:30:25,G,Live,7,A look back at the legendary players who changed the game.
449,Coach's Corner: Winning Strategies #449,Top Plays,Bosnian,170,National,2024-06-29T18:45:58,G,Live,19,Join the coach as he shares his winning strategies.
450,The Road to the Finals #450,Coaching Insights,Sinhala,100,International,2023-06-23T06:15:55,R,Live,35,Follow the journey of teams as they fight their way to the finals.
451,Fan Frenzy: Live Reactions #451,Live Match,Western Frisian,43,International,2024-07-11T09:10:13,R,Live,23,Experience the excitement of fans as they react to live game moments.
452,Championship Final: The Decider #452,Live Match,Czech,114,National,2023-07-18T14:57:31,G,Live,15,Watch the thrilling conclusion as the top teams battle for the championship.
453,Top 10 Moments of the Season #453,Sports Documentary,Bengali,97,National,2023-02-19T00:28:21,G,Recorded,43,Relive the top 10 moments that defined the season.
454,Player Spotlight: The Rise of a Star #454,Game Highlights,Portuguese,53,National,2022-12-18T22:00:03,R,Recorded,14,A deep dive into the career of the rising star in the sports world.
455,The Ultimate Game Recap #455,Player Interviews,Tswana,130,Local,2023-08-08T09:21:29,PG,Live,4,Catch up on the entire season with the ultimate game recap.
456,In-Depth Match Analysis #456,Sports Analysis,Interlingue,125,International,2022-10-28T11:38:03,PG-13,Live,11,Expert analysis breaking down every aspect of the match.
457,Exclusive Interview with the MVP #457,Fan Reactions,Tatar,124,Local,2022-10-27T00:45:21,PG,Live,20,An exclusive interview with the MVP of the season.
458,Countdown to Kickoff: Match Preview #458,Match Previews,Persian,72,Local,2022-09-06T17:36:05,PG,Live,4,Get ready for the big match with an in-depth preview.
459,Legendary Players: A Look Back #459,Game Recaps,Norwegian Nynorsk,145,International,2023-07-26T12:58:04,PG-13,Recorded,18,A look back at the legendary players who changed the game.
460,Coach's Corner: Winning Strategies #460,Top Plays,Haitian,138,Local,2023-04-10T05:34:33,PG,Recorded,4,Join the coach as he shares his winning strategies.
461,The Road to the Finals #461,Coaching Insights,Tonga,76,Local,2024-05-19T05:25:42,G,Live,4,Follow the journey of teams as they fight their way to the finals.
462,Fan Frenzy: Live Reactions #462,Live Match,Chechen,80,National,2024-03-22T09:55:59,PG,Live,16,Experience the excitement of fans as they react to live game moments.
463,Championship Final: The Decider #463,Live Match,"Sotho, Southern",178,International,2023-06-09T01:58:29,G,Live,42,Watch the thrilling conclusion as the top teams battle for the championship.
464,Top 10 Moments of the Season #464,Sports Documentary,Fijian,40,National,2023-04-01T11:45:53,R,Recorded,30,Relive the top 10 moments that defined the season.
465,Player Spotlight: The Rise of a Star #465,Game Highlights,Lingala,68,International,2023-12-26T18:50:25,G,Live,32,A deep dive into the career of the rising star in the sports world.
466,The Ultimate Game Recap #466,Player Interviews,Vietnamese,87,Local,2024-03-20T15:48:50,G,Live,27,Catch up on the entire season with the ultimate game recap.
467,In-Depth Match Analysis #467,Sports Analysis,Romansh,46,International,2023-04-17T05:47:44,PG,Recorded,48,Expert analysis breaking down every aspect of the match.
468,Exclusive Interview with the MVP #468,Fan Reactions,Pali,75,International,2024-03-02T02:55:55,PG-13,Live,36,An exclusive interview with the MVP of the season.
469,Countdown to Kickoff: Match Preview #469,Match Previews,Croatian,80,Local,2024-02-06T04:08:07,PG-13,Recorded,34,Get ready for the big match with an in-depth preview.
470,Legendary Players: A Look Back #470,Game Recaps,Ukrainian,44,Local,2023-03-29T08:52:29,G,Recorded,33,A look back at the legendary players who changed the game.
471,Coach's Corner: Winning Strategies #471,Top Plays,Slovenian,147,National,2023-03-21T13:33:57,R,Recorded,34,Join the coach as he shares his winning strategies.
472,The Road to the Finals #472,Coaching Insights,Ojibwa,92,National,2023-03-10T22:07:56,PG,Live,47,Follow the journey of teams as they fight their way to the finals.
473,Fan Frenzy: Live Reactions #473,Live Match,Norwegian,138,National,2023-07-29T23:13:16,G,Live,22,Experience the excitement of fans as they react to live game moments.
474,Championship Final: The Decider #474,Live Match,Zulu,157,National,2024-03-31T19:09:02,PG,Live,12,Watch the thrilling conclusion as the top teams battle for the championship.
475,Top 10 Moments of the Season #475,Sports Documentary,Wolof,94,International,2022-09-22T01:31:39,PG-13,Live,34,Relive the top 10 moments that defined the season.
476,Player Spotlight: The Rise of a Star #476,Game Highlights,Esperanto,154,National,2022-09-26T20:11:12,G,Recorded,15,A deep dive into the career of the rising star in the sports world.
477,The Ultimate Game Recap #477,Player Interviews,Swati,87,Local,2024-01-01T06:21:30,PG,Recorded,18,Catch up on the entire season with the ultimate game recap.
478,In-Depth Match Analysis #478,Sports Analysis,Danish,79,Local,2024-04-28T10:12:37,R,Live,20,Expert analysis breaking down every aspect of the match.
479,Exclusive Interview with the MVP #479,Fan Reactions,Swedish,92,Local,2024-05-09T15:42:58,G,Recorded,43,An exclusive interview with the MVP of the season.
480,Countdown to Kickoff: Match Preview #480,Match Previews,Bambara,53,International,2022-12-07T04:14:40,G,Live,40,Get ready for the big match with an in-depth preview.
481,Legendary Players: A Look Back #481,Game Recaps,Tajik,107,National,2022-10-21T02:10:32,PG,Recorded,7,A look back at the legendary players who changed the game.
482,Coach's Corner: Winning Strategies #482,Top Plays,Swedish,57,International,2024-02-22T08:46:50,PG,Live,16,Join the coach as he shares his winning strategies.
483,The Road to the Finals #483,Coaching Insights,Kongo,173,Local,2022-12-09T03:39:06,PG,Live,22,Follow the journey of teams as they fight their way to the finals.
484,Fan Frenzy: Live Reactions #484,Live Match,Tigrinya,115,Local,2022-10-17T13:23:05,R,Live,21,Experience the excitement of fans as they react to live game moments.
485,Championship Final: The Decider #485,Live Match,Swahili,118,National,2023-11-20T10:01:22,PG,Live,4,Watch the thrilling conclusion as the top teams battle for the championship.
486,Top 10 Moments of the Season #486,Sports Documentary,Bashkir,51,Local,2023-11-02T05:59:33,G,Recorded,8,Relive the top 10 moments that defined the season.
487,Player Spotlight: The Rise of a Star #487,Game Highlights,Albanian,86,Local,2024-06-04T15:02:35,PG-13,Recorded,5,A deep dive into the career of the rising star in the sports world.
488,The Ultimate Game Recap #488,Player Interviews,Avaric,122,National,2023-02-18T23:58:51,R,Recorded,46,Catch up on the entire season with the ultimate game recap.
489,In-Depth Match Analysis #489,Sports Analysis,Spanish,155,International,2024-06-17T14:51:09,R,Live,27,Expert analysis breaking down every aspect of the match.
490,Exclusive Interview with the MVP #490,Fan Reactions,Marshallese,42,International,2024-07-05T15:41:00,R,Live,44,An exclusive interview with the MVP of the season.
491,Countdown to Kickoff: Match Preview #491,Match Previews,Nauru,157,National,2022-09-12T21:42:38,PG-13,Live,39,Get ready for the big match with an in-depth preview.
492,Legendary Players: A Look Back #492,Game Recaps,Sundanese,106,International,2024-07-31T10:34:50,PG,Recorded,4,A look back at the legendary players who changed the game.
493,Coach's Corner: Winning Strategies #493,Top Plays,Persian,92,International,2024-07-04T12:14:42,PG,Recorded,13,Join the coach as he shares his winning strategies.
494,The Road to the Finals #494,Coaching Insights,Ojibwa,140,National,2023-12-05T13:42:29,G,Live,4,Follow the journey of teams as they fight their way to the finals.
495,Fan Frenzy: Live Reactions #495,Live Match,Slovak,45,Local,2023-01-22T02:51:57,R,Live,46,Experience the excitement of fans as they react to live game moments.
496,Championship Final: The Decider #496,Live Match,Finnish,65,Local,2023-03-06T18:39:47,R,Live,32,Watch the thrilling conclusion as the top teams battle for the championship.
497,Top 10 Moments of the Season #497,Sports Documentary,Ganda,141,National,2022-11-08T19:34:14,G,Live,46,Relive the top 10 moments that defined the season.
498,Player Spotlight: The Rise of a Star #498,Game Highlights,Nauru,143,International,2023-06-14T19:35:26,G,Recorded,37,A deep dive into the career of the rising star in the sports world.
499,The Ultimate Game Recap #499,Player Interviews,Hindi,160,Local,2023-04-08T22:33:28,PG-13,Recorded,46,Catch up on the entire season with the ultimate game recap.
500,In-Depth Match Analysis #500,Sports Analysis,Interlingua,157,International,2023-05-09T18:12:42,R,Recorded,16,Expert analysis breaking down every aspect of the match.
